PseudoTimeSec,PseudoTimestamp,QX,QY,QZ,QW,AX,AY,AZ
0.67,09-22-2026 22:25:55:989,-0.0640999972820282,0.233700007200241,0.398699998855591,0.884400010108948,-0.323,0.048,0.7318
0.68,09-22-2026 22:25:55:999,-0.0644999966025352,0.233300000429153,0.399800002574921,0.88400000333786,-0.3142,0.035,0.731
0.69,09-22-2026 22:25:56:009,-0.0649000033736229,0.232800006866455,0.400700002908707,0.883700013160706,-0.3078,0.027,0.7316
0.7,09-22-2026 22:25:56:019,-0.0653000026941299,0.232500001788139,0.401399999856949,0.883400022983551,-0.303,0.023,0.7332
0.71,09-22-2026 22:25:56:029,-0.0667999982833862,0.231900006532669,0.402300000190735,0.883000016212463,-0.3086,0.041,0.737
0.72,09-22-2026 22:25:56:039,-0.067100003361702,0.23199999332428,0.402200013399124,0.883099973201752,-0.314,0.0514,0.7394
0.73,09-22-2026 22:25:56:049,-0.0674000009894371,0.232099995017052,0.401899993419647,0.883099973201752,-0.3212,0.0618,0.7394
0.74,09-22-2026 22:25:56:059,-0.0675999969244003,0.232299998402596,0.401600003242493,0.883199989795685,-0.3284,0.0706,0.7392
0.75,09-22-2026 22:25:56:069,-0.0678000003099442,0.232500001788139,0.401300013065338,0.883300006389618,-0.3344,0.0802,0.7388
0.76,09-22-2026 22:25:56:079,-0.0679000020027161,0.232800006866455,0.400999993085861,0.883300006389618,-0.3416,0.0906,0.7372
0.77,09-22-2026 22:25:56:089,-0.068000003695488,0.23309999704361,0.400599986314774,0.883400022983551,-0.35,0.101,0.734
0.78,09-22-2026 22:25:56:099,-0.0680999979376793,0.233600005507469,0.400299996137619,0.883400022983551,-0.3608,0.1122,0.73
0.79,09-22-2026 22:25:56:109,-0.0681999996304512,0.234099999070168,0.400000005960464,0.883400022983551,-0.3722,0.1218,0.7254
0.8,09-22-2026 22:25:56:119,-0.0683000013232231,0.234599992632866,0.399800002574921,0.883300006389618,-0.3824,0.1306,0.7218
0.81,09-22-2026 22:25:56:129,-0.0685999989509583,0.237299993634224,0.400000005960464,0.882499992847443,-0.4251,0.1599,0.7163
0.82,09-22-2026 22:25:56:139,-0.0687000006437302,0.238100007176399,0.400400012731552,0.882099986076355,-0.4338,0.1655,0.7144
0.83,09-22-2026 22:25:56:149,-0.0688000023365021,0.238900005817413,0.40090000629425,0.881699979305267,-0.4416,0.1683,0.7127
0.84,09-22-2026 22:25:56:159,-0.0688999965786934,0.239700004458427,0.401600003242493,0.881099998950958,-0.4473,0.1695,0.7127
0.85,09-22-2026 22:25:56:169,-0.0689999982714653,0.24040000140667,0.402399986982346,0.880500018596649,-0.4512,0.1697,0.7133
0.86,09-22-2026 22:25:56:179,-0.0690999999642372,0.241200000047684,0.403299987316132,0.879899978637695,-0.4533,0.1685,0.7123
0.87,09-22-2026 22:25:56:189,-0.0692000016570091,0.241999998688698,0.404399991035461,0.879199981689453,-0.4536,0.1665,0.7096
0.88,09-22-2026 22:25:56:199,-0.0692000016570091,0.24269999563694,0.405699998140335,0.878400027751923,-0.4518,0.1637,0.7075
0.89,09-22-2026 22:25:56:209,-0.069300003349781,0.243399992585182,0.407099992036819,0.877600014209747,-0.4485,0.1585,0.7069
0.9,09-22-2026 22:25:56:219,-0.069300003349781,0.244000002741814,0.408600002527237,0.876699984073639,-0.444,0.1535,0.7066
0.91,09-22-2026 22:25:56:229,-0.069300003349781,0.245600000023842,0.413700014352798,0.873799979686737,-0.4269,0.137,0.7024
0.92,09-22-2026 22:25:56:239,-0.069300003349781,0.24600000679493,0.415499985218048,0.87279999256134,-0.4185,0.1293,0.7036
0.93,09-22-2026 22:25:56:249,-0.0692000016570091,0.246299996972084,0.417499989271164,0.871800005435944,-0.4101,0.1209,0.7046
0.94,09-22-2026 22:25:56:259,-0.0692000016570091,0.246500000357628,0.41949999332428,0.870800018310547,-0.401,0.1132,0.7068
0.95,09-22-2026 22:25:56:269,-0.0690999999642372,0.246700003743172,0.421499997377396,0.869799971580505,-0.3919,0.1055,0.7104
0.96,09-22-2026 22:25:56:279,-0.0689999982714653,0.246800005435944,0.423299998044968,0.868900001049042,-0.3814,0.0971,0.7132
0.97,09-22-2026 22:25:56:289,-0.0688000023365021,0.246800005435944,0.425300002098083,0.867900013923645,-0.3709,0.0866,0.7154
0.98,09-22-2026 22:25:56:299,-0.0687000006437302,0.246700003743172,0.427100002765656,0.86710000038147,-0.3604,0.0761,0.7186
0.99,09-22-2026 22:25:56:309,-0.0684999972581863,0.2466000020504,0.428700000047684,0.866299986839294,-0.3506,0.067,0.7238
1,09-22-2026 22:25:56:319,-0.0683000013232231,0.246399998664856,0.430299997329712,0.865599989891052,-0.3415,0.0593,0.7272
1.01,09-22-2026 22:25:56:329,-0.0675999969244003,0.245100006461143,0.434700012207031,0.863900005817413,-0.3153,0.0442,0.7297
1.02,09-22-2026 22:25:56:339,-0.0674000009894371,0.244599997997284,0.43520000576973,0.86379998922348,-0.3125,0.0434,0.7329
1.03,09-22-2026 22:25:56:349,-0.0672999992966652,0.244000002741814,0.435499995946884,0.86379998922348,-0.3097,0.0426,0.7343
1.04,09-22-2026 22:25:56:359,-0.0672999992966652,0.243399992585182,0.435600012540817,0.863900005817413,-0.3071,0.0406,0.7329
1.05,09-22-2026 22:25:56:369,-0.0672999992966652,0.242599993944168,0.435499995946884,0.864199995994568,-0.3037,0.039,0.7311
1.06,09-22-2026 22:25:56:379,-0.0672999992966652,0.241799995303154,0.43520000576973,0.864600002765656,-0.3007,0.037,0.7299
1.07,09-22-2026 22:25:56:389,-0.067500002682209,0.240899994969368,0.434599995613098,0.865100026130676,-0.2979,0.0344,0.7297
1.08,09-22-2026 22:25:56:399,-0.0675999969244003,0.239999994635582,0.433800011873245,0.865700006484985,-0.2949,0.0314,0.7261
1.09,09-22-2026 22:25:56:409,-0.0679000020027161,0.238999992609024,0.432700008153915,0.866500020027161,-0.2929,0.0304,0.7217
1.1,09-22-2026 22:25:56:419,-0.0681999996304512,0.238000005483627,0.431400001049042,0.867399990558624,-0.2943,0.0302,0.7215
1.11,09-22-2026 22:25:56:429,-0.0702999979257584,0.234099999070168,0.423799991607666,0.871999979019165,-0.3166,0.0465,0.7222
1.12,09-22-2026 22:25:56:439,-0.0707999989390373,0.233300000429153,0.421400010585785,0.873399972915649,-0.3238,0.052,0.7192
1.13,09-22-2026 22:25:56:449,-0.0715000033378601,0.232500001788139,0.418999999761581,0.874700009822845,-0.3334,0.059,0.7195
1.14,09-22-2026 22:25:56:459,-0.0719999969005585,0.231900006532669,0.416399985551834,0.87610000371933,-0.3466,0.0685,0.7231
1.15,09-22-2026 22:25:56:469,-0.0724999979138374,0.231299996376038,0.413800001144409,0.877399981021881,-0.361,0.08,0.7258
1.16,09-22-2026 22:25:56:479,-0.0728999972343445,0.230900004506111,0.41100001335144,0.878799974918365,-0.3748,0.0905,0.7273
1.17,09-22-2026 22:25:56:489,-0.0732000023126602,0.230399996042252,0.408399999141693,0.880100011825562,-0.3844,0.1,0.7231
1.18,09-22-2026 22:25:56:499,-0.0734999999403954,0.230000004172325,0.40599998831749,0.88129997253418,-0.3886,0.105,0.7108
1.19,09-22-2026 22:25:56:509,-0.0737000033259392,0.229699999094009,0.403400003910065,0.882499992847443,-0.388,0.105,0.6982
1.2,09-22-2026 22:25:56:519,-0.0741000026464462,0.229399994015694,0.401199996471405,0.883599996566772,-0.3862,0.104,0.6934
1.21,09-22-2026 22:25:56:529,-0.0759000033140182,0.228699997067451,0.392599999904633,0.887499988079071,-0.3779,0.0817,0.7142
1.22,09-22-2026 22:25:56:539,-0.0764999985694885,0.228699997067451,0.390599995851517,0.888300001621246,-0.3751,0.0721,0.7237
1.23,09-22-2026 22:25:56:549,-0.0771000012755394,0.22859999537468,0.388599991798401,0.889100015163422,-0.3735,0.0645,0.7307
1.24,09-22-2026 22:25:56:559,-0.0776000022888184,0.228699997067451,0.386799991130829,0.889900028705597,-0.3717,0.0573,0.7367
1.25,09-22-2026 22:25:56:569,-0.0781999975442886,0.228799998760223,0.384799987077713,0.890600025653839,-0.3673,0.0509,0.7432
1.26,09-22-2026 22:25:56:579,-0.0786999985575676,0.229000002145767,0.382999986410141,0.89139997959137,-0.3627,0.0441,0.7467
1.27,09-22-2026 22:25:56:589,-0.0790999978780746,0.229300007224083,0.381000012159348,0.892099976539612,-0.3571,0.0397,0.7462
1.28,09-22-2026 22:25:56:599,-0.0794999971985817,0.229599997401237,0.379200011491776,0.892700016498566,-0.3531,0.0381,0.7462
1.29,09-22-2026 22:25:56:609,-0.0799999982118607,0.230100005865097,0.37720000743866,0.893400013446808,-0.3525,0.0377,0.7532
1.3,09-22-2026 22:25:56:619,-0.0803999975323677,0.230499997735023,0.375400006771088,0.893999993801117,-0.3573,0.0393,0.7687
1.31,09-22-2026 22:25:56:629,-0.0812000036239624,0.232099995017052,0.3682000041008,0.896499991416931,-0.3875,0.0564,0.8005
1.32,09-22-2026 22:25:56:639,-0.0812000036239624,0.232299998402596,0.366600006818771,0.89709997177124,-0.3848,0.0558,0.7909
1.33,09-22-2026 22:25:56:649,-0.0811000019311905,0.232500001788139,0.365099996328354,0.897700011730194,-0.3802,0.0544,0.7735
1.34,09-22-2026 22:25:56:659,-0.0808999985456467,0.232700005173683,0.363599985837936,0.898299992084503,-0.3772,0.0558,0.7585
1.35,09-22-2026 22:25:56:669,-0.0807999968528748,0.232899993658066,0.362300008535385,0.898800015449524,-0.3768,0.0589,0.7495
1.36,09-22-2026 22:25:56:679,-0.0807000026106834,0.232999995350838,0.360900014638901,0.8992999792099,-0.3773,0.0595,0.7453
1.37,09-22-2026 22:25:56:689,-0.0807000026106834,0.233199998736382,0.359699994325638,0.899800002574921,-0.3781,0.0596,0.7441
1.38,09-22-2026 22:25:56:699,-0.0806000009179115,0.233400002121925,0.358500003814697,0.900200009346008,-0.3779,0.06,0.7429
1.39,09-22-2026 22:25:56:709,-0.0804999992251396,0.233700007200241,0.357499986886978,0.900499999523163,-0.3775,0.0616,0.7369
1.4,09-22-2026 22:25:56:719,-0.0803000032901764,0.233899995684624,0.356499999761581,0.90090000629425,-0.3786,0.0652,0.7273
1.41,09-22-2026 22:25:56:729,-0.0799999982118607,0.234999999403954,0.354200005531311,0.90149998664856,-0.3922,0.079,0.7164
1.42,09-22-2026 22:25:56:739,-0.0798999965190887,0.235499992966652,0.353700011968613,0.901600003242493,-0.3946,0.0791,0.7194
1.43,09-22-2026 22:25:56:749,-0.0797000005841255,0.23589999973774,0.353399991989136,0.901600003242493,-0.3945,0.0774,0.719
1.44,09-22-2026 22:25:56:759,-0.0795999988913536,0.236399993300438,0.353100001811981,0.901600003242493,-0.3942,0.0752,0.7162
1.45,09-22-2026 22:25:56:769,-0.0794999971985817,0.236900001764297,0.352999985218048,0.90149998664856,-0.3938,0.0745,0.7136
1.46,09-22-2026 22:25:56:779,-0.0794000029563904,0.237299993634224,0.353100001811981,0.901400029659271,-0.3943,0.0741,0.7114
1.47,09-22-2026 22:25:56:789,-0.0793000012636185,0.237800002098083,0.353199988603592,0.901300013065338,-0.3936,0.0729,0.7086
1.48,09-22-2026 22:25:56:799,-0.0793000012636185,0.23819999396801,0.353399991989136,0.901099979877472,-0.3913,0.0713,0.7062
1.49,09-22-2026 22:25:56:809,-0.0791999995708466,0.238600000739098,0.353799998760223,0.900799989700317,-0.3909,0.071,0.7074
1.5,09-22-2026 22:25:56:819,-0.0793000012636185,0.239099994301796,0.354200005531311,0.900499999523163,-0.3923,0.0713,0.7154
1.51,09-22-2026 22:25:56:829,-0.0793000012636185,0.240500003099442,0.356599986553192,0.899200022220612,-0.3912,0.0709,0.7374
1.52,09-22-2026 22:25:56:839,-0.0793000012636185,0.240799993276596,0.357300013303757,0.898800015449524,-0.3917,0.0729,0.7366
1.53,09-22-2026 22:25:56:849,-0.0791999995708466,0.241099998354912,0.358000010251999,0.898500025272369,-0.3918,0.0743,0.736
1.54,09-22-2026 22:25:56:859,-0.0790999978780746,0.241400003433228,0.358799993991852,0.898100018501282,-0.3915,0.0757,0.7342
1.55,09-22-2026 22:25:56:869,-0.0789000019431114,0.241699993610382,0.359699994325638,0.897700011730194,-0.3911,0.0761,0.7322
1.56,09-22-2026 22:25:56:879,-0.0788000002503395,0.241999998688698,0.360599994659424,0.897300004959106,-0.3907,0.0765,0.7292
1.57,09-22-2026 22:25:56:889,-0.0786999985575676,0.242300003767014,0.36149999499321,0.896799981594086,-0.391,0.0777,0.726
1.58,09-22-2026 22:25:56:899,-0.0785999968647957,0.242599993944168,0.362399995326996,0.896399974822998,-0.391,0.0797,0.7244
1.59,09-22-2026 22:25:56:909,-0.0785000026226044,0.242899999022484,0.363400012254715,0.895900011062622,-0.3923,0.0817,0.7242
1.6,09-22-2026 22:25:56:919,-0.0784000009298325,0.243100002408028,0.364399999380112,0.895399987697601,-0.393,0.0837,0.7248
1.61,09-22-2026 22:25:56:929,-0.0777999982237816,0.24439999461174,0.368699997663498,0.893400013446808,-0.3927,0.0862,0.7271
1.62,09-22-2026 22:25:56:939,-0.0776000022888184,0.244800001382828,0.369899988174438,0.892799973487854,-0.3927,0.0848,0.7283
1.63,09-22-2026 22:25:56:949,-0.0772999972105026,0.245199993252754,0.370999991893768,0.892300009727478,-0.3928,0.0828,0.7293
1.64,09-22-2026 22:25:56:959,-0.0771000012755394,0.245600000023842,0.372099995613098,0.891700029373169,-0.3931,0.0802,0.7277
1.65,09-22-2026 22:25:56:969,-0.0768000036478043,0.24600000679493,0.373199999332428,0.891200006008148,-0.3928,0.077,0.7257
1.66,09-22-2026 22:25:56:979,-0.0764999985694885,0.246299996972084,0.374199986457825,0.890600025653839,-0.3933,0.0754,0.7229
1.67,09-22-2026 22:25:56:989,-0.0762000009417534,0.246700003743172,0.375299990177155,0.890100002288818,-0.3933,0.074,0.7183
1.68,09-22-2026 22:25:56:999,-0.0759999975562096,0.246999993920326,0.376199990510941,0.889699995517731,-0.3928,0.0716,0.7139
1.69,09-22-2026 22:25:57:009,-0.0758000016212463,0.247299998998642,0.37720000743866,0.88919997215271,-0.3921,0.0698,0.7137
1.7,09-22-2026 22:25:57:019,-0.0755999982357025,0.247600004076958,0.377999991178513,0.888800024986267,-0.3933,0.069,0.7205
1.71,09-22-2026 22:25:57:029,-0.0744000002741814,0.248099997639656,0.380699992179871,0.887600004673004,-0.3969,0.0621,0.7356
1.72,09-22-2026 22:25:57:039,-0.0740000009536743,0.248099997639656,0.381099998950958,0.887499988079071,-0.3945,0.059,0.7272
1.73,09-22-2026 22:25:57:049,-0.0734999999403954,0.248099997639656,0.381399989128113,0.887399971485138,-0.3915,0.0577,0.7144
1.74,09-22-2026 22:25:57:059,-0.0729999989271164,0.247999995946884,0.38170000910759,0.88730001449585,-0.3909,0.0562,0.7028
1.75,09-22-2026 22:25:57:069,-0.0724999979138374,0.247899994254112,0.3817999958992,0.88730001449585,-0.3913,0.0545,0.6964
1.76,09-22-2026 22:25:57:079,-0.0720999985933304,0.24779999256134,0.3817999958992,0.887399971485138,-0.3933,0.052,0.6944
1.77,09-22-2026 22:25:57:089,-0.0716999992728233,0.247600004076958,0.38170000910759,0.887499988079071,-0.3967,0.0505,0.6928
1.78,09-22-2026 22:25:57:099,-0.0714000016450882,0.247299998998642,0.381500005722046,0.887700021266937,-0.4005,0.0507,0.6924
1.79,09-22-2026 22:25:57:109,-0.0710999965667725,0.246999993920326,0.381300002336502,0.887899994850159,-0.4043,0.0527,0.6928
1.8,09-22-2026 22:25:57:119,-0.0709000006318092,0.246700003743172,0.380899995565414,0.888199985027313,-0.4073,0.0549,0.6924
1.81,09-22-2026 22:25:57:129,-0.0701000019907951,0.244699999690056,0.378600001335144,0.889800012111664,-0.4148,0.0599,0.6998
1.82,09-22-2026 22:25:57:139,-0.0698999986052513,0.244100004434586,0.377900004386902,0.890200018882751,-0.415,0.0602,0.6998
1.83,09-22-2026 22:25:57:149,-0.0697000026702881,0.243499994277954,0.377099990844727,0.890799999237061,-0.4156,0.062,0.6994
1.84,09-22-2026 22:25:57:159,-0.0696000009775162,0.242799997329712,0.376300007104874,0.891300022602081,-0.4168,0.065,0.699
1.85,09-22-2026 22:25:57:169,-0.0693999975919724,0.24210000038147,0.375400006771088,0.89190000295639,-0.4212,0.071,0.6988
1.86,09-22-2026 22:25:57:179,-0.0692000016570091,0.241300001740456,0.374500006437302,0.892499983310699,-0.4242,0.0785,0.6984
1.87,09-22-2026 22:25:57:189,-0.0690999999642372,0.240600004792213,0.373699992895126,0.893100023269653,-0.4274,0.0839,0.6997
1.88,09-22-2026 22:25:57:199,-0.0688999965786934,0.239800006151199,0.37279999256134,0.893700003623962,-0.4292,0.0869,0.7042
1.89,09-22-2026 22:25:57:209,-0.0687000006437302,0.238999992609024,0.372000008821487,0.894200026988983,-0.4296,0.0887,0.7096
1.9,09-22-2026 22:25:57:219,-0.0684999972581863,0.23819999396801,0.371199995279312,0.894800007343292,-0.4296,0.0908,0.7111
1.91,09-22-2026 22:25:57:229,-0.0674000009894371,0.236100003123283,0.369100004434586,0.89630001783371,-0.4304,0.102,0.7084
1.92,09-22-2026 22:25:57:239,-0.0670000016689301,0.235400006175041,0.368600010871887,0.896700024604797,-0.4336,0.1092,0.7084
1.93,09-22-2026 22:25:57:249,-0.0665000006556511,0.23479999601841,0.36829999089241,0.897000014781952,-0.434,0.12,0.7114
1.94,09-22-2026 22:25:57:259,-0.0659999996423721,0.234200000762939,0.368099987506866,0.897300004959106,-0.4348,0.1284,0.7094
1.95,09-22-2026 22:25:57:269,-0.0654999986290932,0.233600005507469,0.368099987506866,0.897499978542328,-0.4348,0.1305,0.7108
1.96,09-22-2026 22:25:57:279,-0.0649000033736229,0.232999995350838,0.3682000041008,0.897599995136261,-0.4304,0.1323,0.7224
1.97,09-22-2026 22:25:57:289,-0.0644000023603439,0.232299998402596,0.368600010871887,0.897700011730194,-0.4224,0.1329,0.7306
1.98,09-22-2026 22:25:57:299,-0.0637999996542931,0.231499999761581,0.369100004434586,0.897700011730194,-0.4124,0.1311,0.7266
1.99,09-22-2026 22:25:57:309,-0.0631999969482422,0.230700001120567,0.369800001382828,0.897700011730194,-0.4004,0.1281,0.7206
2,09-22-2026 22:25:57:319,-0.0627000033855438,0.229900002479553,0.370599985122681,0.897599995136261,-0.388,0.1242,0.7222
2.01,09-22-2026 22:25:57:329,-0.060699999332428,0.226600006222725,0.374599993228912,0.896899998188019,-0.3315,0.094,0.7277
2.02,09-22-2026 22:25:57:339,-0.060199998319149,0.225999996066093,0.375600010156631,0.896700024604797,-0.3207,0.0847,0.7358
2.03,09-22-2026 22:25:57:349,-0.059799998998642,0.225400000810623,0.376599997282028,0.896399974822998,-0.3103,0.0754,0.7433
