PseudoTimeSec,PseudoTimestamp,R,IR
21.11,09-20-2026 18:34:07:647,96390,181367
21.12,09-20-2026 18:34:07:657,96386,181385
21.13,09-20-2026 18:34:07:667,96375,181427
21.14,09-20-2026 18:34:07:677,96378,181421
21.15,09-20-2026 18:34:07:687,96405,181367
21.16,09-20-2026 18:34:07:697,96406,181289
21.17,09-20-2026 18:34:07:707,96373,181145
21.18,09-20-2026 18:34:07:717,96393,181031
21.19,09-20-2026 18:34:07:727,96414,180887
21.2,09-20-2026 18:34:07:737,96404,180779
21.21,09-20-2026 18:34:07:747,96415,180693
21.22,09-20-2026 18:34:07:757,96423,180633
21.23,09-20-2026 18:34:07:767,96416,180567
21.24,09-20-2026 18:34:07:777,96416,180561
21.25,09-20-2026 18:34:07:787,96412,180501
21.26,09-20-2026 18:34:07:797,96423,180516
21.27,09-20-2026 18:34:07:807,96418,180480
21.28,09-20-2026 18:34:07:817,96438,180483
21.29,09-20-2026 18:34:07:827,96432,180447
21.3,09-20-2026 18:34:07:837,96451,180426
21.31,09-20-2026 18:34:07:847,96449,180407
21.32,09-20-2026 18:34:07:857,96449,180418
21.33,09-20-2026 18:34:07:867,96460,180345
21.34,09-20-2026 18:34:07:877,96455,180374
21.35,09-20-2026 18:34:07:887,96482,180320
21.36,09-20-2026 18:34:07:897,96464,180358
21.37,09-20-2026 18:34:07:907,96463,180337
21.38,09-20-2026 18:34:07:917,96472,180392
21.39,09-20-2026 18:34:07:927,96480,180375
21.4,09-20-2026 18:34:07:937,96461,180401
21.41,09-20-2026 18:34:07:947,96480,180374
21.42,09-20-2026 18:34:07:957,96472,180407
21.43,09-20-2026 18:34:07:967,96493,180390
21.44,09-20-2026 18:34:07:977,96487,180391
21.45,09-20-2026 18:34:07:987,96494,180366
21.46,09-20-2026 18:34:07:997,96487,180390
21.47,09-20-2026 18:34:08:007,96502,180359
21.48,09-20-2026 18:34:08:017,96477,180372
21.49,09-20-2026 18:34:08:027,96514,180356
21.5,09-20-2026 18:34:08:037,96501,180362
21.51,09-20-2026 18:34:08:047,96533,180348
21.52,09-20-2026 18:34:08:057,96517,180364
21.53,09-20-2026 18:34:08:067,96549,180346
21.54,09-20-2026 18:34:08:077,96516,180374
21.55,09-20-2026 18:34:08:087,96552,180376
21.56,09-20-2026 18:34:08:097,96520,180400
21.57,09-20-2026 18:34:08:107,96538,180432
21.58,09-20-2026 18:34:08:117,96473,180424
21.59,09-20-2026 18:34:08:127,96495,180448
21.6,09-20-2026 18:34:08:137,96450,180484
21.61,09-20-2026 18:34:08:147,96463,180519
21.62,09-20-2026 18:34:08:157,96419,180513
21.63,09-20-2026 18:34:08:167,96439,180543
21.64,09-20-2026 18:34:08:177,96401,180569
21.65,09-20-2026 18:34:08:187,96437,180593
21.66,09-20-2026 18:34:08:197,96394,180619
21.67,09-20-2026 18:34:08:207,96429,180643
21.68,09-20-2026 18:34:08:217,96383,180665
21.69,09-20-2026 18:34:08:227,96414,180699
21.7,09-20-2026 18:34:08:237,96404,180719
21.71,09-20-2026 18:34:08:247,96418,180761
21.72,09-20-2026 18:34:08:257,96400,180769
21.73,09-20-2026 18:34:08:267,96430,180827
21.74,09-20-2026 18:34:08:277,96394,180827
21.75,09-20-2026 18:34:08:287,96421,180863
21.76,09-20-2026 18:34:08:297,96413,180891
21.77,09-20-2026 18:34:08:307,96420,180909
21.78,09-20-2026 18:34:08:317,96417,180941
21.79,09-20-2026 18:34:08:327,96439,180947
21.8,09-20-2026 18:34:08:337,96431,180977
21.81,09-20-2026 18:34:08:347,96437,181027
21.82,09-20-2026 18:34:08:357,96445,181051
21.83,09-20-2026 18:34:08:367,96449,181072
21.84,09-20-2026 18:34:08:377,96454,181102
21.85,09-20-2026 18:34:08:387,96455,181132
21.86,09-20-2026 18:34:08:397,96461,181162
21.87,09-20-2026 18:34:08:407,96440,181204
21.88,09-20-2026 18:34:08:417,96471,181243
21.89,09-20-2026 18:34:08:427,96451,181255
21.9,09-20-2026 18:34:08:437,96461,181315
21.91,09-20-2026 18:34:08:447,96437,181355
21.92,09-20-2026 18:34:08:457,96467,181387
21.93,09-20-2026 18:34:08:467,96459,181443
21.94,09-20-2026 18:34:08:477,96475,181475
21.95,09-20-2026 18:34:08:487,96474,181479
21.96,09-20-2026 18:34:08:497,96499,181435
21.97,09-20-2026 18:34:08:507,96471,181363
21.98,09-20-2026 18:34:08:517,96484,181267
21.99,09-20-2026 18:34:08:527,96481,181155
22,09-20-2026 18:34:08:537,96502,181043
22.01,09-20-2026 18:34:08:547,96495,180949
22.02,09-20-2026 18:34:08:557,96519,180881
22.03,09-20-2026 18:34:08:567,96492,180841
22.04,09-20-2026 18:34:08:577,96523,180803
22.05,09-20-2026 18:34:08:587,96504,180767
22.06,09-20-2026 18:34:08:597,96547,180767
22.07,09-20-2026 18:34:08:607,96516,180773
22.08,09-20-2026 18:34:08:617,96550,180763
22.09,09-20-2026 18:34:08:627,96508,180767
22.1,09-20-2026 18:34:08:637,96567,180765
22.11,09-20-2026 18:34:08:647,96524,180763
22.12,09-20-2026 18:34:08:657,96547,180753
22.13,09-20-2026 18:34:08:667,96535,180753
22.14,09-20-2026 18:34:08:677,96567,180752
22.15,09-20-2026 18:34:08:687,96562,180750
22.16,09-20-2026 18:34:08:697,96573,180737
22.17,09-20-2026 18:34:08:707,96565,180742
22.18,09-20-2026 18:34:08:717,96569,180765
22.19,09-20-2026 18:34:08:727,96570,180802
22.2,09-20-2026 18:34:08:737,96582,180803
22.21,09-20-2026 18:34:08:747,96581,180812
22.22,09-20-2026 18:34:08:757,96597,180844
22.23,09-20-2026 18:34:08:767,96598,180856
22.24,09-20-2026 18:34:08:777,96597,180844
22.25,09-20-2026 18:34:08:787,96602,180844
22.26,09-20-2026 18:34:08:797,96610,180861
22.27,09-20-2026 18:34:08:807,96620,180879
22.28,09-20-2026 18:34:08:817,96626,180889
22.29,09-20-2026 18:34:08:827,96640,180892
22.3,09-20-2026 18:34:08:837,96649,180896
22.31,09-20-2026 18:34:08:847,96650,180920
22.32,09-20-2026 18:34:08:857,96658,180958
22.33,09-20-2026 18:34:08:867,96663,180960
22.34,09-20-2026 18:34:08:877,96659,180972
22.35,09-20-2026 18:34:08:887,96647,181024
22.36,09-20-2026 18:34:08:897,96651,181044
22.37,09-20-2026 18:34:08:907,96631,181060
22.38,09-20-2026 18:34:08:917,96624,181080
22.39,09-20-2026 18:34:08:927,96623,181122
22.4,09-20-2026 18:34:08:937,96593,181134
22.41,09-20-2026 18:34:08:947,96587,181162
22.42,09-20-2026 18:34:08:957,96568,181192
22.43,09-20-2026 18:34:08:967,96582,181216
22.44,09-20-2026 18:34:08:977,96581,181225
22.45,09-20-2026 18:34:08:987,96586,181270
22.46,09-20-2026 18:34:08:997,96575,181294
22.47,09-20-2026 18:34:09:007,96578,181333
22.48,09-20-2026 18:34:09:017,96592,181375
22.49,09-20-2026 18:34:09:027,96585,181402
22.5,09-20-2026 18:34:09:037,96570,181453
22.51,09-20-2026 18:34:09:047,96585,181459
22.52,09-20-2026 18:34:09:057,96577,181489
22.53,09-20-2026 18:34:09:067,96581,181534
22.54,09-20-2026 18:34:09:077,96579,181561
22.55,09-20-2026 18:34:09:087,96583,181582
22.56,09-20-2026 18:34:09:097,96590,181627
22.57,09-20-2026 18:34:09:107,96586,181669
22.58,09-20-2026 18:34:09:117,96602,181696
22.59,09-20-2026 18:34:09:127,96588,181729
22.6,09-20-2026 18:34:09:137,96587,181774
22.61,09-20-2026 18:34:09:147,96599,181790
22.62,09-20-2026 18:34:09:157,96593,181823
22.63,09-20-2026 18:34:09:167,96593,181874
22.64,09-20-2026 18:34:09:177,96603,181904
22.65,09-20-2026 18:34:09:187,96600,181940
22.66,09-20-2026 18:34:09:197,96595,181985
22.67,09-20-2026 18:34:09:207,96608,182036
22.68,09-20-2026 18:34:09:217,96592,182084
22.69,09-20-2026 18:34:09:227,96613,182114
22.7,09-20-2026 18:34:09:237,96609,182171
22.71,09-20-2026 18:34:09:247,96607,182184
22.72,09-20-2026 18:34:09:257,96609,182252
22.73,09-20-2026 18:34:09:267,96614,182260
22.74,09-20-2026 18:34:09:277,96600,182300
22.75,09-20-2026 18:34:09:287,96602,182256
22.76,09-20-2026 18:34:09:297,96621,182208
22.77,09-20-2026 18:34:09:307,96619,182076
22.78,09-20-2026 18:34:09:317,96626,182020
22.79,09-20-2026 18:34:09:327,96601,181900
22.8,09-20-2026 18:34:09:337,96636,181872
22.81,09-20-2026 18:34:09:347,96618,181753
22.82,09-20-2026 18:34:09:357,96640,181775
22.83,09-20-2026 18:34:09:367,96626,181716
22.84,09-20-2026 18:34:09:377,96638,181746
22.85,09-20-2026 18:34:09:387,96644,181712
22.86,09-20-2026 18:34:09:397,96639,181767
22.87,09-20-2026 18:34:09:407,96649,181740
22.88,09-20-2026 18:34:09:417,96656,181788
22.89,09-20-2026 18:34:09:427,96648,181728
22.9,09-20-2026 18:34:09:437,96666,181791
22.91,09-20-2026 18:34:09:447,96659,181748
22.92,09-20-2026 18:34:09:457,96675,181798
22.93,09-20-2026 18:34:09:467,96676,181740
22.94,09-20-2026 18:34:09:477,96671,181798
22.95,09-20-2026 18:34:09:487,96663,181782
22.96,09-20-2026 18:34:09:497,96691,181852
22.97,09-20-2026 18:34:09:507,96671,181800
22.98,09-20-2026 18:34:09:517,96682,181890
22.99,09-20-2026 18:34:09:527,96678,181884
23,09-20-2026 18:34:09:537,96689,181914
23.01,09-20-2026 18:34:09:547,96690,181936
23.02,09-20-2026 18:34:09:557,96691,181936
23.03,09-20-2026 18:34:09:567,96702,181942
23.04,09-20-2026 18:34:09:577,96700,181965
23.05,09-20-2026 18:34:09:587,96697,181973
23.06,09-20-2026 18:34:09:597,96699,181970
23.07,09-20-2026 18:34:09:607,96705,181960
23.08,09-20-2026 18:34:09:617,96717,182007
23.09,09-20-2026 18:34:09:627,96709,182020
23.1,09-20-2026 18:34:09:637,96715,182049
23.11,09-20-2026 18:34:09:647,96711,182087
23.12,09-20-2026 18:34:09:657,96699,182091
23.13,09-20-2026 18:34:09:667,96701,182117
23.14,09-20-2026 18:34:09:677,96682,182129
23.15,09-20-2026 18:34:09:687,96675,182153
23.16,09-20-2026 18:34:09:697,96662,182179
23.17,09-20-2026 18:34:09:707,96631,182219
23.18,09-20-2026 18:34:09:717,96635,182223
23.19,09-20-2026 18:34:09:727,96641,182245
23.2,09-20-2026 18:34:09:737,96647,182265
23.21,09-20-2026 18:34:09:747,96636,182334
23.22,09-20-2026 18:34:09:757,96634,182326
23.23,09-20-2026 18:34:09:767,96641,182350
23.24,09-20-2026 18:34:09:777,96643,182364
23.25,09-20-2026 18:34:09:787,96635,182442
23.26,09-20-2026 18:34:09:797,96633,182446
23.27,09-20-2026 18:34:09:807,96628,182484
23.28,09-20-2026 18:34:09:817,96633,182500
23.29,09-20-2026 18:34:09:827,96645,182554
23.3,09-20-2026 18:34:09:837,96641,182556
23.31,09-20-2026 18:34:09:847,96644,182608
23.32,09-20-2026 18:34:09:857,96648,182620
23.33,09-20-2026 18:34:09:867,96645,182670
23.34,09-20-2026 18:34:09:877,96652,182666
23.35,09-20-2026 18:34:09:887,96646,182728
23.36,09-20-2026 18:34:09:897,96657,182708
23.37,09-20-2026 18:34:09:907,96648,182778
23.38,09-20-2026 18:34:09:917,96648,182794
23.39,09-20-2026 18:34:09:927,96649,182824
23.4,09-20-2026 18:34:09:937,96656,182824
23.41,09-20-2026 18:34:09:947,96654,182893
23.42,09-20-2026 18:34:09:957,96659,182911
23.43,09-20-2026 18:34:09:967,96641,182971
23.44,09-20-2026 18:34:09:977,96649,182974
23.45,09-20-2026 18:34:09:987,96656,183019
23.46,09-20-2026 18:34:09:997,96662,183025
23.47,09-20-2026 18:34:10:007,96631,183091
23.48,09-20-2026 18:34:10:017,96677,183109
23.49,09-20-2026 18:34:10:027,96662,183160
23.5,09-20-2026 18:34:10:037,96667,183145
23.51,09-20-2026 18:34:10:047,96648,183082
23.52,09-20-2026 18:34:10:057,96676,183014
23.53,09-20-2026 18:34:10:067,96661,182930
23.54,09-20-2026 18:34:10:077,96682,182838
23.55,09-20-2026 18:34:10:087,96641,182754
23.56,09-20-2026 18:34:10:097,96700,182698
23.57,09-20-2026 18:34:10:107,96677,182642
23.58,09-20-2026 18:34:10:117,96696,182626
23.59,09-20-2026 18:34:10:127,96678,182602
23.6,09-20-2026 18:34:10:137,96710,182610
23.61,09-20-2026 18:34:10:147,96660,182603
23.62,09-20-2026 18:34:10:157,96718,182619
23.63,09-20-2026 18:34:10:167,96689,182633
23.64,09-20-2026 18:34:10:177,96699,182633
23.65,09-20-2026 18:34:10:187,96647,182630
23.66,09-20-2026 18:34:10:197,96714,182624
23.67,09-20-2026 18:34:10:207,96679,182618
23.68,09-20-2026 18:34:10:217,96720,182647
23.69,09-20-2026 18:34:10:227,96681,182620
23.7,09-20-2026 18:34:10:237,96732,182639
23.71,09-20-2026 18:34:10:247,96700,182625
23.72,09-20-2026 18:34:10:257,96729,182671
23.73,09-20-2026 18:34:10:267,96725,182709
23.74,09-20-2026 18:34:10:277,96738,182703
23.75,09-20-2026 18:34:10:287,96723,182719
23.76,09-20-2026 18:34:10:297,96746,182741
23.77,09-20-2026 18:34:10:307,96729,182737
23.78,09-20-2026 18:34:10:317,96761,182757
23.79,09-20-2026 18:34:10:327,96742,182757
23.8,09-20-2026 18:34:10:337,96761,182775
23.81,09-20-2026 18:34:10:347,96764,182769
23.82,09-20-2026 18:34:10:357,96771,182777
23.83,09-20-2026 18:34:10:367,96767,182796
23.84,09-20-2026 18:34:10:377,96767,182796
23.85,09-20-2026 18:34:10:387,96765,182800
23.86,09-20-2026 18:34:10:397,96755,182815
23.87,09-20-2026 18:34:10:407,96746,182830
23.88,09-20-2026 18:34:10:417,96725,182846
23.89,09-20-2026 18:34:10:427,96719,182875
23.9,09-20-2026 18:34:10:437,96693,182880
23.91,09-20-2026 18:34:10:447,96699,182911
23.92,09-20-2026 18:34:10:457,96685,182941
23.93,09-20-2026 18:34:10:467,96713,182941
23.94,09-20-2026 18:34:10:477,96689,182965
23.95,09-20-2026 18:34:10:487,96713,182969
23.96,09-20-2026 18:34:10:497,96684,183003
23.97,09-20-2026 18:34:10:507,96726,183019
23.98,09-20-2026 18:34:10:517,96672,183043
23.99,09-20-2026 18:34:10:527,96713,183085
24,09-20-2026 18:34:10:537,96673,183081
24.01,09-20-2026 18:34:10:547,96705,183090
24.02,09-20-2026 18:34:10:557,96661,183126
24.03,09-20-2026 18:34:10:567,96719,183124
24.04,09-20-2026 18:34:10:577,96653,183160
24.05,09-20-2026 18:34:10:587,96719,183196
24.06,09-20-2026 18:34:10:597,96666,183202
24.07,09-20-2026 18:34:10:607,96711,183226
24.08,09-20-2026 18:34:10:617,96664,183248
24.09,09-20-2026 18:34:10:627,96697,183254
24.1,09-20-2026 18:34:10:637,96690,183282
24.11,09-20-2026 18:34:10:647,96691,183300
24.12,09-20-2026 18:34:10:657,96671,183334
24.13,09-20-2026 18:34:10:667,96681,183342
24.14,09-20-2026 18:34:10:677,96673,183378
24.15,09-20-2026 18:34:10:687,96696,183390
24.16,09-20-2026 18:34:10:697,96671,183426
24.17,09-20-2026 18:34:10:707,96691,183444
24.18,09-20-2026 18:34:10:717,96675,183478
24.19,09-20-2026 18:34:10:727,96664,183502
24.2,09-20-2026 18:34:10:737,96682,183528
24.21,09-20-2026 18:34:10:747,96658,183546
24.22,09-20-2026 18:34:10:757,96676,183582
24.23,09-20-2026 18:34:10:767,96668,183566
24.24,09-20-2026 18:34:10:777,96684,183538
24.25,09-20-2026 18:34:10:787,96669,183490
24.26,09-20-2026 18:34:10:797,96676,183406
24.27,09-20-2026 18:34:10:807,96676,183322
24.28,09-20-2026 18:34:10:817,96683,183246
24.29,09-20-2026 18:34:10:827,96675,183162
24.3,09-20-2026 18:34:10:837,96681,183110
24.31,09-20-2026 18:34:10:847,96679,183089
24.32,09-20-2026 18:34:10:857,96676,183068
24.33,09-20-2026 18:34:10:867,96691,183042
24.34,09-20-2026 18:34:10:877,96685,183030
24.35,09-20-2026 18:34:10:887,96688,183038
24.36,09-20-2026 18:34:10:897,96688,183035
24.37,09-20-2026 18:34:10:907,96693,183030
24.38,09-20-2026 18:34:10:917,96709,183020
24.39,09-20-2026 18:34:10:927,96700,182995
24.4,09-20-2026 18:34:10:937,96702,182995
24.41,09-20-2026 18:34:10:947,96698,182985
24.42,09-20-2026 18:34:10:957,96703,182966
24.43,09-20-2026 18:34:10:967,96713,182964
24.44,09-20-2026 18:34:10:977,96699,182959
24.45,09-20-2026 18:34:10:987,96704,182954
24.46,09-20-2026 18:34:10:997,96707,182977
24.47,09-20-2026 18:34:11:007,96708,182991
24.48,09-20-2026 18:34:11:017,96708,183005
24.49,09-20-2026 18:34:11:027,96722,183005
24.5,09-20-2026 18:34:11:037,96716,183022
24.51,09-20-2026 18:34:11:047,96718,183004
24.52,09-20-2026 18:34:11:057,96711,183004
24.53,09-20-2026 18:34:11:067,96737,182984
24.54,09-20-2026 18:34:11:077,96716,183019
24.55,09-20-2026 18:34:11:087,96723,183021
24.56,09-20-2026 18:34:11:097,96732,183015
24.57,09-20-2026 18:34:11:107,96728,183017
24.58,09-20-2026 18:34:11:117,96752,183009
24.59,09-20-2026 18:34:11:127,96740,183015
24.6,09-20-2026 18:34:11:137,96745,183020
24.61,09-20-2026 18:34:11:147,96750,183046
24.62,09-20-2026 18:34:11:157,96726,183040
24.63,09-20-2026 18:34:11:167,96725,183072
24.64,09-20-2026 18:34:11:177,96730,183067
24.65,09-20-2026 18:34:11:187,96691,183083
24.66,09-20-2026 18:34:11:197,96689,183087
24.67,09-20-2026 18:34:11:207,96661,183109
24.68,09-20-2026 18:34:11:217,96680,183116
24.69,09-20-2026 18:34:11:227,96650,183127
24.7,09-20-2026 18:34:11:237,96646,183117
24.71,09-20-2026 18:34:11:247,96635,183167
24.72,09-20-2026 18:34:11:257,96631,183133
24.73,09-20-2026 18:34:11:267,96615,183169
24.74,09-20-2026 18:34:11:277,96617,183167
24.75,09-20-2026 18:34:11:287,96630,183207
24.76,09-20-2026 18:34:11:297,96620,183183
24.77,09-20-2026 18:34:11:307,96610,183243
24.78,09-20-2026 18:34:11:317,96609,183203
24.79,09-20-2026 18:34:11:327,96600,183269
24.8,09-20-2026 18:34:11:337,96593,183259
24.81,09-20-2026 18:34:11:347,96594,183284
24.82,09-20-2026 18:34:11:357,96584,183270
24.83,09-20-2026 18:34:11:367,96581,183340
24.84,09-20-2026 18:34:11:377,96587,183308
24.85,09-20-2026 18:34:11:387,96579,183364
24.86,09-20-2026 18:34:11:397,96571,183302
24.87,09-20-2026 18:34:11:407,96588,183386
24.88,09-20-2026 18:34:11:417,96565,183354
24.89,09-20-2026 18:34:11:427,96564,183420
24.9,09-20-2026 18:34:11:437,96558,183390
24.91,09-20-2026 18:34:11:447,96548,183447
24.92,09-20-2026 18:34:11:457,96540,183429
24.93,09-20-2026 18:34:11:467,96537,183499
24.94,09-20-2026 18:34:11:477,96559,183475
24.95,09-20-2026 18:34:11:487,96523,183535
24.96,09-20-2026 18:34:11:497,96542,183527
24.97,09-20-2026 18:34:11:507,96540,183573
24.98,09-20-2026 18:34:11:517,96548,183561
24.99,09-20-2026 18:34:11:527,96535,183601
25,09-20-2026 18:34:11:537,96536,183605
25.01,09-20-2026 18:34:11:547,96528,183633
25.02,09-20-2026 18:34:11:557,96520,183593
25.03,09-20-2026 18:34:11:567,96526,183518
25.04,09-20-2026 18:34:11:577,96529,183413
25.05,09-20-2026 18:34:11:587,96523,183348
25.06,09-20-2026 18:34:11:597,96512,183253
25.07,09-20-2026 18:34:11:607,96504,183163
25.08,09-20-2026 18:34:11:617,96518,183118
25.09,09-20-2026 18:34:11:627,96512,183048
25.1,09-20-2026 18:34:11:637,96517,183028
25.11,09-20-2026 18:34:11:647,96519,182977
25.12,09-20-2026 18:34:11:657,96513,182975
25.13,09-20-2026 18:34:11:667,96517,182919
25.14,09-20-2026 18:34:11:677,96519,182923
25.15,09-20-2026 18:34:11:687,96522,182867
25.16,09-20-2026 18:34:11:697,96512,182853
25.17,09-20-2026 18:34:11:707,96508,182809
25.18,09-20-2026 18:34:11:717,96523,182805
25.19,09-20-2026 18:34:11:727,96505,182729
25.2,09-20-2026 18:34:11:737,96514,182731
25.21,09-20-2026 18:34:11:747,96521,182665
25.22,09-20-2026 18:34:11:757,96529,182651
25.23,09-20-2026 18:34:11:767,96512,182603
25.24,09-20-2026 18:34:11:777,96508,182616
25.25,09-20-2026 18:34:11:787,96513,182580
25.26,09-20-2026 18:34:11:797,96507,182640
25.27,09-20-2026 18:34:11:807,96527,182582
25.28,09-20-2026 18:34:11:817,96515,182605
25.29,09-20-2026 18:34:11:827,96519,182567
25.3,09-20-2026 18:34:11:837,96524,182574
25.31,09-20-2026 18:34:11:847,96526,182512
25.32,09-20-2026 18:34:11:857,96493,182536
25.33,09-20-2026 18:34:11:867,96531,182482
25.34,09-20-2026 18:34:11:877,96506,182512
25.35,09-20-2026 18:34:11:887,96519,182460
25.36,09-20-2026 18:34:11:897,96520,182472
25.37,09-20-2026 18:34:11:907,96532,182452
25.38,09-20-2026 18:34:11:917,96529,182420
25.39,09-20-2026 18:34:11:927,96522,182422
25.4,09-20-2026 18:34:11:937,96516,182406
25.41,09-20-2026 18:34:11:947,96527,182426
25.42,09-20-2026 18:34:11:957,96505,182421
25.43,09-20-2026 18:34:11:967,96551,182400
25.44,09-20-2026 18:34:11:977,96497,182383
25.45,09-20-2026 18:34:11:987,96517,182397
25.46,09-20-2026 18:34:11:997,96473,182405
25.47,09-20-2026 18:34:12:007,96469,182390
25.48,09-20-2026 18:34:12:017,96437,182399
25.49,09-20-2026 18:34:12:027,96447,182379
25.5,09-20-2026 18:34:12:037,96379,182399
25.51,09-20-2026 18:34:12:047,96424,182396
25.52,09-20-2026 18:34:12:057,96385,182392
25.53,09-20-2026 18:34:12:067,96416,182391
25.54,09-20-2026 18:34:12:077,96370,182403
25.55,09-20-2026 18:34:12:087,96381,182417
25.56,09-20-2026 18:34:12:097,96361,182429
25.57,09-20-2026 18:34:12:107,96383,182407
25.58,09-20-2026 18:34:12:117,96317,182439
25.59,09-20-2026 18:34:12:127,96359,182435
25.6,09-20-2026 18:34:12:137,96313,182463
25.61,09-20-2026 18:34:12:147,96332,182455
25.62,09-20-2026 18:34:12:157,96302,182471
25.63,09-20-2026 18:34:12:167,96317,182448
25.64,09-20-2026 18:34:12:177,96289,182478
25.65,09-20-2026 18:34:12:187,96312,182468
25.66,09-20-2026 18:34:12:197,96273,182498
25.67,09-20-2026 18:34:12:207,96314,182490
25.68,09-20-2026 18:34:12:217,96279,182480
25.69,09-20-2026 18:34:12:227,96314,182497
25.7,09-20-2026 18:34:12:237,96288,182499
25.71,09-20-2026 18:34:12:247,96301,182527
25.72,09-20-2026 18:34:12:257,96279,182527
25.73,09-20-2026 18:34:12:267,96277,182545
25.74,09-20-2026 18:34:12:277,96289,182563
25.75,09-20-2026 18:34:12:287,96270,182581
25.76,09-20-2026 18:34:12:297,96281,182597
25.77,09-20-2026 18:34:12:307,96266,182613
25.78,09-20-2026 18:34:12:317,96275,182623
25.79,09-20-2026 18:34:12:327,96266,182657
25.8,09-20-2026 18:34:12:337,96285,182657
25.81,09-20-2026 18:34:12:347,96239,182697
25.82,09-20-2026 18:34:12:357,96265,182691
25.83,09-20-2026 18:34:12:367,96268,182679
25.84,09-20-2026 18:34:12:377,96259,182625
25.85,09-20-2026 18:34:12:387,96234,182493
25.86,09-20-2026 18:34:12:397,96255,182403
25.87,09-20-2026 18:34:12:407,96238,182283
25.88,09-20-2026 18:34:12:417,96268,182175
25.89,09-20-2026 18:34:12:427,96257,182043
25.9,09-20-2026 18:34:12:437,96270,181977
25.91,09-20-2026 18:34:12:447,96245,181922
25.92,09-20-2026 18:34:12:457,96279,181858
25.93,09-20-2026 18:34:12:467,96254,181814
25.94,09-20-2026 18:34:12:477,96276,181782
25.95,09-20-2026 18:34:12:487,96265,181742
25.96,09-20-2026 18:34:12:497,96276,181694
25.97,09-20-2026 18:34:12:507,96256,181646
25.98,09-20-2026 18:34:12:517,96291,181594
25.99,09-20-2026 18:34:12:527,96237,181550
26,09-20-2026 18:34:12:537,96283,181490
26.01,09-20-2026 18:34:12:547,96253,181454
26.02,09-20-2026 18:34:12:557,96292,181394
26.03,09-20-2026 18:34:12:567,96258,181337
26.04,09-20-2026 18:34:12:577,96271,181295
26.05,09-20-2026 18:34:12:587,96264,181283
26.06,09-20-2026 18:34:12:597,96285,181268
26.07,09-20-2026 18:34:12:607,96266,181241
26.08,09-20-2026 18:34:12:617,96313,181241
26.09,09-20-2026 18:34:12:627,96287,181238
26.1,09-20-2026 18:34:12:637,96286,181184
26.11,09-20-2026 18:34:12:647,96264,181156
26.12,09-20-2026 18:34:12:657,96300,181156
26.13,09-20-2026 18:34:12:667,96289,181122
26.14,09-20-2026 18:34:12:677,96281,181070
26.15,09-20-2026 18:34:12:687,96302,181096
26.16,09-20-2026 18:34:12:697,96284,181034
26.17,09-20-2026 18:34:12:707,96295,181040
26.18,09-20-2026 18:34:12:717,96297,181002
26.19,09-20-2026 18:34:12:727,96303,181006
26.2,09-20-2026 18:34:12:737,96299,180988
26.21,09-20-2026 18:34:12:747,96308,180991
26.22,09-20-2026 18:34:12:757,96311,180984
26.23,09-20-2026 18:34:12:767,96312,180969
26.24,09-20-2026 18:34:12:777,96325,180972
26.25,09-20-2026 18:34:12:787,96334,180985
26.26,09-20-2026 18:34:12:797,96312,180965
26.27,09-20-2026 18:34:12:807,96299,180967
26.28,09-20-2026 18:34:12:817,96292,180956
26.29,09-20-2026 18:34:12:827,96287,180982
26.3,09-20-2026 18:34:12:837,96260,180952
26.31,09-20-2026 18:34:12:847,96249,180980
26.32,09-20-2026 18:34:12:857,96235,180953
26.33,09-20-2026 18:34:12:867,96209,180977
26.34,09-20-2026 18:34:12:877,96203,181013
26.35,09-20-2026 18:34:12:887,96184,180996
26.36,09-20-2026 18:34:12:897,96181,180994
26.37,09-20-2026 18:34:12:907,96174,181017
26.38,09-20-2026 18:34:12:917,96162,181027
26.39,09-20-2026 18:34:12:927,96162,181033
26.4,09-20-2026 18:34:12:937,96131,181046
26.41,09-20-2026 18:34:12:947,96134,181059
26.42,09-20-2026 18:34:12:957,96109,181077
26.43,09-20-2026 18:34:12:967,96105,181075
26.44,09-20-2026 18:34:12:977,96107,181098
26.45,09-20-2026 18:34:12:987,96111,181110
26.46,09-20-2026 18:34:12:997,96085,181119
26.47,09-20-2026 18:34:13:007,96077,181123
26.48,09-20-2026 18:34:13:017,96072,181144
26.49,09-20-2026 18:34:13:027,96083,181151
26.5,09-20-2026 18:34:13:037,96067,181175
26.51,09-20-2026 18:34:13:047,96076,181179
26.52,09-20-2026 18:34:13:057,96079,181159
26.53,09-20-2026 18:34:13:067,96074,181197
26.54,09-20-2026 18:34:13:077,96059,181219
26.55,09-20-2026 18:34:13:087,96062,181243
26.56,09-20-2026 18:34:13:097,96064,181263
26.57,09-20-2026 18:34:13:107,96076,181279
26.58,09-20-2026 18:34:13:117,96050,181307
26.59,09-20-2026 18:34:13:127,96060,181327
26.6,09-20-2026 18:34:13:137,96056,181357
26.61,09-20-2026 18:34:13:147,96035,181359
26.62,09-20-2026 18:34:13:157,96045,181398
26.63,09-20-2026 18:34:13:167,96059,181404
26.64,09-20-2026 18:34:13:177,96039,181437
26.65,09-20-2026 18:34:13:187,96038,181443
26.66,09-20-2026 18:34:13:197,96061,181443
26.67,09-20-2026 18:34:13:207,96053,181395
26.68,09-20-2026 18:34:13:217,96026,181323
26.69,09-20-2026 18:34:13:227,96044,181164
