PseudoTimeSec,PseudoTimestamp,R,IR
3.36,09-20-2026 18:33:49:897,97827,184350
3.37,09-20-2026 18:33:49:907,97841,184353
3.38,09-20-2026 18:33:49:917,97839,184359
3.39,09-20-2026 18:33:49:927,97856,184323
3.4,09-20-2026 18:33:49:937,97853,184341
3.41,09-20-2026 18:33:49:947,97839,184299
3.42,09-20-2026 18:33:49:957,97865,184335
3.43,09-20-2026 18:33:49:967,97855,184273
3.44,09-20-2026 18:33:49:977,97886,184318
3.45,09-20-2026 18:33:49:987,97867,184263
3.46,09-20-2026 18:33:49:997,97870,184279
3.47,09-20-2026 18:33:50:007,97880,184249
3.48,09-20-2026 18:33:50:017,97875,184304
3.49,09-20-2026 18:33:50:027,97892,184286
3.5,09-20-2026 18:33:50:037,97896,184355
3.51,09-20-2026 18:33:50:047,97892,184323
3.52,09-20-2026 18:33:50:057,97901,184349
3.53,09-20-2026 18:33:50:067,97898,184318
3.54,09-20-2026 18:33:50:077,97917,184368
3.55,09-20-2026 18:33:50:087,97913,184283
3.56,09-20-2026 18:33:50:097,97910,184348
3.57,09-20-2026 18:33:50:107,97925,184290
3.58,09-20-2026 18:33:50:117,97918,184331
3.59,09-20-2026 18:33:50:127,97928,184315
3.6,09-20-2026 18:33:50:137,97916,184358
3.61,09-20-2026 18:33:50:147,97945,184329
3.62,09-20-2026 18:33:50:157,97927,184387
3.63,09-20-2026 18:33:50:167,97907,184355
3.64,09-20-2026 18:33:50:177,97881,184421
3.65,09-20-2026 18:33:50:187,97827,184397
3.66,09-20-2026 18:33:50:197,97833,184435
3.67,09-20-2026 18:33:50:207,97805,184451
3.68,09-20-2026 18:33:50:217,97797,184501
3.69,09-20-2026 18:33:50:227,97783,184525
3.7,09-20-2026 18:33:50:237,97767,184537
3.71,09-20-2026 18:33:50:247,97774,184578
3.72,09-20-2026 18:33:50:257,97773,184592
3.73,09-20-2026 18:33:50:267,97758,184606
3.74,09-20-2026 18:33:50:277,97754,184628
3.75,09-20-2026 18:33:50:287,97755,184652
3.76,09-20-2026 18:33:50:297,97758,184680
3.77,09-20-2026 18:33:50:307,97771,184728
3.78,09-20-2026 18:33:50:317,97759,184720
3.79,09-20-2026 18:33:50:327,97759,184768
3.8,09-20-2026 18:33:50:337,97735,184778
3.81,09-20-2026 18:33:50:347,97741,184831
3.82,09-20-2026 18:33:50:357,97744,184831
3.83,09-20-2026 18:33:50:367,97739,184905
3.84,09-20-2026 18:33:50:377,97761,184901
3.85,09-20-2026 18:33:50:387,97755,184945
3.86,09-20-2026 18:33:50:397,97757,184961
3.87,09-20-2026 18:33:50:407,97745,185013
3.88,09-20-2026 18:33:50:417,97742,185017
3.89,09-20-2026 18:33:50:427,97733,185081
3.9,09-20-2026 18:33:50:437,97748,185057
3.91,09-20-2026 18:33:50:447,97738,185129
3.92,09-20-2026 18:33:50:457,97749,185126
3.93,09-20-2026 18:33:50:467,97730,185201
3.94,09-20-2026 18:33:50:477,97735,185198
3.95,09-20-2026 18:33:50:487,97735,185267
3.96,09-20-2026 18:33:50:497,97754,185261
3.97,09-20-2026 18:33:50:507,97711,185312
3.98,09-20-2026 18:33:50:517,97742,185345
3.99,09-20-2026 18:33:50:527,97731,185396
4,09-20-2026 18:33:50:537,97737,185417
4.01,09-20-2026 18:33:50:547,97751,185426
4.02,09-20-2026 18:33:50:557,97744,185309
4.03,09-20-2026 18:33:50:567,97746,185183
4.04,09-20-2026 18:33:50:577,97766,184994
4.05,09-20-2026 18:33:50:587,97739,184823
4.06,09-20-2026 18:33:50:597,97774,184670
4.07,09-20-2026 18:33:50:607,97746,184571
4.08,09-20-2026 18:33:50:617,97775,184490
4.09,09-20-2026 18:33:50:627,97758,184418
4.1,09-20-2026 18:33:50:637,97798,184373
4.11,09-20-2026 18:33:50:647,97749,184333
4.12,09-20-2026 18:33:50:657,97790,184312
4.13,09-20-2026 18:33:50:667,97747,184315
4.14,09-20-2026 18:33:50:677,97790,184308
4.15,09-20-2026 18:33:50:687,97753,184302
4.16,09-20-2026 18:33:50:697,97793,184283
4.17,09-20-2026 18:33:50:707,97763,184269
4.18,09-20-2026 18:33:50:717,97812,184259
4.19,09-20-2026 18:33:50:727,97756,184240
4.2,09-20-2026 18:33:50:737,97840,184212
4.21,09-20-2026 18:33:50:747,97763,184225
4.22,09-20-2026 18:33:50:757,97819,184218
4.23,09-20-2026 18:33:50:767,97796,184234
4.24,09-20-2026 18:33:50:777,97821,184242
4.25,09-20-2026 18:33:50:787,97807,184266
4.26,09-20-2026 18:33:50:797,97854,184296
4.27,09-20-2026 18:33:50:807,97812,184296
4.28,09-20-2026 18:33:50:817,97851,184291
4.29,09-20-2026 18:33:50:827,97846,184289
4.3,09-20-2026 18:33:50:837,97857,184296
4.31,09-20-2026 18:33:50:847,97835,184292
4.32,09-20-2026 18:33:50:857,97857,184287
4.33,09-20-2026 18:33:50:867,97880,184290
4.34,09-20-2026 18:33:50:877,97874,184286
4.35,09-20-2026 18:33:50:887,97871,184306
4.36,09-20-2026 18:33:50:897,97854,184282
4.37,09-20-2026 18:33:50:907,97887,184304
4.38,09-20-2026 18:33:50:917,97857,184318
4.39,09-20-2026 18:33:50:927,97841,184334
4.4,09-20-2026 18:33:50:937,97830,184335
4.41,09-20-2026 18:33:50:947,97810,184366
4.42,09-20-2026 18:33:50:957,97770,184384
4.43,09-20-2026 18:33:50:967,97769,184390
4.44,09-20-2026 18:33:50:977,97726,184432
4.45,09-20-2026 18:33:50:987,97754,184464
4.46,09-20-2026 18:33:50:997,97718,184478
4.47,09-20-2026 18:33:51:007,97749,184490
4.48,09-20-2026 18:33:51:017,97722,184526
4.49,09-20-2026 18:33:51:027,97748,184552
4.5,09-20-2026 18:33:51:037,97707,184578
4.51,09-20-2026 18:33:51:047,97759,184599
4.52,09-20-2026 18:33:51:057,97717,184617
4.53,09-20-2026 18:33:51:067,97740,184651
4.54,09-20-2026 18:33:51:077,97697,184679
4.55,09-20-2026 18:33:51:087,97739,184703
4.56,09-20-2026 18:33:51:097,97705,184719
4.57,09-20-2026 18:33:51:107,97724,184741
4.58,09-20-2026 18:33:51:117,97707,184775
4.59,09-20-2026 18:33:51:127,97753,184799
4.6,09-20-2026 18:33:51:137,97706,184841
4.61,09-20-2026 18:33:51:147,97720,184863
4.62,09-20-2026 18:33:51:157,97699,184891
4.63,09-20-2026 18:33:51:167,97742,184897
4.64,09-20-2026 18:33:51:177,97709,184927
4.65,09-20-2026 18:33:51:187,97725,184949
4.66,09-20-2026 18:33:51:197,97701,184983
4.67,09-20-2026 18:33:51:207,97731,185027
4.68,09-20-2026 18:33:51:217,97687,185057
4.69,09-20-2026 18:33:51:227,97710,185081
4.7,09-20-2026 18:33:51:237,97692,185099
4.71,09-20-2026 18:33:51:247,97690,185139
4.72,09-20-2026 18:33:51:257,97694,185167
4.73,09-20-2026 18:33:51:267,97685,185191
4.74,09-20-2026 18:33:51:277,97694,185255
4.75,09-20-2026 18:33:51:287,97706,185287
4.76,09-20-2026 18:33:51:297,97681,185275
4.77,09-20-2026 18:33:51:307,97719,185291
4.78,09-20-2026 18:33:51:317,97688,185215
4.79,09-20-2026 18:33:51:327,97696,185051
4.8,09-20-2026 18:33:51:337,97696,184903
4.81,09-20-2026 18:33:51:347,97689,184744
4.82,09-20-2026 18:33:51:357,97709,184624
4.83,09-20-2026 18:33:51:367,97705,184504
4.84,09-20-2026 18:33:51:377,97719,184432
4.85,09-20-2026 18:33:51:387,97719,184364
4.86,09-20-2026 18:33:51:397,97712,184336
4.87,09-20-2026 18:33:51:407,97724,184324
4.88,09-20-2026 18:33:51:417,97708,184288
4.89,09-20-2026 18:33:51:427,97722,184288
4.9,09-20-2026 18:33:51:437,97730,184268
4.91,09-20-2026 18:33:51:447,97729,184237
4.92,09-20-2026 18:33:51:457,97719,184243
4.93,09-20-2026 18:33:51:467,97734,184225
4.94,09-20-2026 18:33:51:477,97735,184216
4.95,09-20-2026 18:33:51:487,97737,184215
4.96,09-20-2026 18:33:51:497,97739,184174
4.97,09-20-2026 18:33:51:507,97736,184164
4.98,09-20-2026 18:33:51:517,97743,184171
4.99,09-20-2026 18:33:51:527,97744,184165
5,09-20-2026 18:33:51:537,97750,184196
5.01,09-20-2026 18:33:51:547,97763,184207
5.02,09-20-2026 18:33:51:557,97761,184203
5.03,09-20-2026 18:33:51:567,97758,184210
5.04,09-20-2026 18:33:51:577,97752,184224
5.05,09-20-2026 18:33:51:587,97754,184206
5.06,09-20-2026 18:33:51:597,97771,184210
5.07,09-20-2026 18:33:51:607,97766,184197
5.08,09-20-2026 18:33:51:617,97783,184192
5.09,09-20-2026 18:33:51:627,97769,184190
5.1,09-20-2026 18:33:51:637,97786,184195
5.11,09-20-2026 18:33:51:647,97784,184196
5.12,09-20-2026 18:33:51:657,97778,184201
5.13,09-20-2026 18:33:51:667,97754,184200
5.14,09-20-2026 18:33:51:677,97732,184214
5.15,09-20-2026 18:33:51:687,97702,184212
5.16,09-20-2026 18:33:51:697,97682,184224
5.17,09-20-2026 18:33:51:707,97666,184268
5.18,09-20-2026 18:33:51:717,97664,184258
5.19,09-20-2026 18:33:51:727,97644,184282
5.2,09-20-2026 18:33:51:737,97644,184292
5.21,09-20-2026 18:33:51:747,97636,184307
5.22,09-20-2026 18:33:51:757,97634,184307
5.23,09-20-2026 18:33:51:767,97644,184351
5.24,09-20-2026 18:33:51:777,97643,184335
5.25,09-20-2026 18:33:51:787,97621,184381
5.26,09-20-2026 18:33:51:797,97629,184375
5.27,09-20-2026 18:33:51:807,97637,184427
5.28,09-20-2026 18:33:51:817,97622,184389
5.29,09-20-2026 18:33:51:827,97614,184445
5.3,09-20-2026 18:33:51:837,97614,184437
5.31,09-20-2026 18:33:51:847,97612,184489
5.32,09-20-2026 18:33:51:857,97610,184491
5.33,09-20-2026 18:33:51:867,97619,184549
5.34,09-20-2026 18:33:51:877,97608,184527
5.35,09-20-2026 18:33:51:887,97623,184585
5.36,09-20-2026 18:33:51:897,97625,184559
5.37,09-20-2026 18:33:51:907,97621,184599
5.38,09-20-2026 18:33:51:917,97628,184585
5.39,09-20-2026 18:33:51:927,97611,184647
5.4,09-20-2026 18:33:51:937,97614,184615
5.41,09-20-2026 18:33:51:947,97622,184695
5.42,09-20-2026 18:33:51:957,97611,184691
5.43,09-20-2026 18:33:51:967,97619,184745
5.44,09-20-2026 18:33:51:977,97597,184725
5.45,09-20-2026 18:33:51:987,97628,184785
5.46,09-20-2026 18:33:51:997,97625,184793
5.47,09-20-2026 18:33:52:007,97627,184869
5.48,09-20-2026 18:33:52:017,97598,184859
5.49,09-20-2026 18:33:52:027,97609,184909
5.5,09-20-2026 18:33:52:037,97613,184901
5.51,09-20-2026 18:33:52:047,97619,184892
5.52,09-20-2026 18:33:52:057,97606,184801
5.53,09-20-2026 18:33:52:067,97612,184675
5.54,09-20-2026 18:33:52:077,97626,184535
5.55,09-20-2026 18:33:52:087,97622,184444
5.56,09-20-2026 18:33:52:097,97619,184304
5.57,09-20-2026 18:33:52:107,97630,184206
5.58,09-20-2026 18:33:52:117,97607,184150
