PseudoTimeSec,PseudoTimestamp,R,IR
316.03,09-20-2026 20:37:20:287,168702,131358
316.04,09-20-2026 20:37:20:297,168722,131373
316.05,09-20-2026 20:37:20:307,168709,131342
316.06,09-20-2026 20:37:20:317,168705,131390
316.07,09-20-2026 20:37:20:327,168700,131338
316.08,09-20-2026 20:37:20:337,168709,131378
316.09,09-20-2026 20:37:20:347,168702,131326
316.1,09-20-2026 20:37:20:357,168719,131367
316.11,09-20-2026 20:37:20:367,168703,131311
316.12,09-20-2026 20:37:20:377,168715,131364
316.13,09-20-2026 20:37:20:387,168714,131337
316.14,09-20-2026 20:37:20:397,168715,131357
316.15,09-20-2026 20:37:20:407,168715,131326
316.16,09-20-2026 20:37:20:417,168712,131346
316.17,09-20-2026 20:37:20:427,168694,131331
316.18,09-20-2026 20:37:20:437,168704,131342
316.19,09-20-2026 20:37:20:447,168726,131328
316.2,09-20-2026 20:37:20:457,168708,131345
316.21,09-20-2026 20:37:20:467,168709,131303
316.22,09-20-2026 20:37:20:477,168697,131316
316.23,09-20-2026 20:37:20:487,168703,131305
316.24,09-20-2026 20:37:20:497,168696,131338
316.25,09-20-2026 20:37:20:507,168710,131320
316.26,09-20-2026 20:37:20:517,168734,131314
316.27,09-20-2026 20:37:20:527,168721,131323
316.28,09-20-2026 20:37:20:537,168725,131347
316.29,09-20-2026 20:37:20:547,168736,131332
316.3,09-20-2026 20:37:20:557,168744,131336
316.31,09-20-2026 20:37:20:567,168739,131312
316.32,09-20-2026 20:37:20:577,168740,131323
316.33,09-20-2026 20:37:20:587,168762,131324
316.34,09-20-2026 20:37:20:597,168759,131309
316.35,09-20-2026 20:37:20:607,168764,131320
316.36,09-20-2026 20:37:20:617,168761,131309
316.37,09-20-2026 20:37:20:627,168755,131318
316.38,09-20-2026 20:37:20:637,168763,131306
316.39,09-20-2026 20:37:20:647,168771,131287
316.4,09-20-2026 20:37:20:657,168764,131300
316.41,09-20-2026 20:37:20:667,168764,131290
316.42,09-20-2026 20:37:20:677,168768,131312
316.43,09-20-2026 20:37:20:687,168782,131295
316.44,09-20-2026 20:37:20:697,168788,131300
316.45,09-20-2026 20:37:20:707,168776,131297
316.46,09-20-2026 20:37:20:717,168781,131284
316.47,09-20-2026 20:37:20:727,168793,131284
316.48,09-20-2026 20:37:20:737,168802,131292
316.49,09-20-2026 20:37:20:747,168794,131283
316.5,09-20-2026 20:37:20:757,168793,131294
316.51,09-20-2026 20:37:20:767,168796,131272
316.52,09-20-2026 20:37:20:777,168774,131263
316.53,09-20-2026 20:37:20:787,168775,131271
316.54,09-20-2026 20:37:20:797,168773,131272
316.55,09-20-2026 20:37:20:807,168797,131272
316.56,09-20-2026 20:37:20:817,168793,131273
316.57,09-20-2026 20:37:20:827,168819,131275
316.58,09-20-2026 20:37:20:837,168796,131262
316.59,09-20-2026 20:37:20:847,168787,131261
316.6,09-20-2026 20:37:20:857,168789,131268
316.61,09-20-2026 20:37:20:867,168793,131258
316.62,09-20-2026 20:37:20:877,168781,131266
316.63,09-20-2026 20:37:20:887,168821,131267
316.64,09-20-2026 20:37:20:897,168811,131273
316.65,09-20-2026 20:37:20:907,168826,131279
316.66,09-20-2026 20:37:20:917,168803,131287
316.67,09-20-2026 20:37:20:927,168811,131257
316.68,09-20-2026 20:37:20:937,168799,131258
316.69,09-20-2026 20:37:20:947,168831,131263
316.7,09-20-2026 20:37:20:957,168794,131276
316.71,09-20-2026 20:37:20:967,168830,131268
316.72,09-20-2026 20:37:20:977,168787,131276
316.73,09-20-2026 20:37:20:987,168825,131269
316.74,09-20-2026 20:37:20:997,168803,131275
316.75,09-20-2026 20:37:21:007,168846,131278
316.76,09-20-2026 20:37:21:017,168794,131266
316.77,09-20-2026 20:37:21:027,168824,131257
316.78,09-20-2026 20:37:21:037,168773,131252
316.79,09-20-2026 20:37:21:047,168836,131268
316.8,09-20-2026 20:37:21:057,168786,131268
316.81,09-20-2026 20:37:21:067,168820,131270
316.82,09-20-2026 20:37:21:077,168801,131261
316.83,09-20-2026 20:37:21:087,168845,131276
316.84,09-20-2026 20:37:21:097,168814,131265
316.85,09-20-2026 20:37:21:107,168856,131269
316.86,09-20-2026 20:37:21:117,168839,131282
316.87,09-20-2026 20:37:21:127,168875,131290
316.88,09-20-2026 20:37:21:137,168823,131264
316.89,09-20-2026 20:37:21:147,168874,131259
316.9,09-20-2026 20:37:21:157,168848,131257
316.91,09-20-2026 20:37:21:167,168877,131258
316.92,09-20-2026 20:37:21:177,168845,131271
316.93,09-20-2026 20:37:21:187,168885,131265
316.94,09-20-2026 20:37:21:197,168866,131260
316.95,09-20-2026 20:37:21:207,168896,131249
316.96,09-20-2026 20:37:21:217,168883,131257
316.97,09-20-2026 20:37:21:227,168885,131248
316.98,09-20-2026 20:37:21:237,168903,131253
316.99,09-20-2026 20:37:21:247,168917,131255
317,09-20-2026 20:37:21:257,168867,131257
317.01,09-20-2026 20:37:21:267,168910,131246
317.02,09-20-2026 20:37:21:277,168929,131238
317.03,09-20-2026 20:37:21:287,168916,131234
317.04,09-20-2026 20:37:21:297,168911,131227
317.05,09-20-2026 20:37:21:307,168898,131250
317.06,09-20-2026 20:37:21:317,168915,131228
317.07,09-20-2026 20:37:21:327,168895,131238
317.08,09-20-2026 20:37:21:337,168927,131234
317.09,09-20-2026 20:37:21:347,168912,131226
317.1,09-20-2026 20:37:21:357,168922,131230
317.11,09-20-2026 20:37:21:367,168910,131248
317.12,09-20-2026 20:37:21:377,168927,131231
317.13,09-20-2026 20:37:21:387,168916,131242
317.14,09-20-2026 20:37:21:397,168935,131225
317.15,09-20-2026 20:37:21:407,168923,131227
317.16,09-20-2026 20:37:21:417,168940,131250
317.17,09-20-2026 20:37:21:427,168920,131225
317.18,09-20-2026 20:37:21:437,168940,131233
317.19,09-20-2026 20:37:21:447,168936,131237
317.2,09-20-2026 20:37:21:457,168951,131228
317.21,09-20-2026 20:37:21:467,168930,131225
317.22,09-20-2026 20:37:21:477,168955,131234
317.23,09-20-2026 20:37:21:487,168934,131237
317.24,09-20-2026 20:37:21:497,168973,131238
317.25,09-20-2026 20:37:21:507,168950,131236
317.26,09-20-2026 20:37:21:517,168976,131228
317.27,09-20-2026 20:37:21:527,168943,131254
317.28,09-20-2026 20:37:21:537,168954,131229
317.29,09-20-2026 20:37:21:547,168944,131236
317.3,09-20-2026 20:37:21:557,168965,131232
317.31,09-20-2026 20:37:21:567,168939,131234
317.32,09-20-2026 20:37:21:577,168989,131237
317.33,09-20-2026 20:37:21:587,168928,131229
317.34,09-20-2026 20:37:21:597,168945,131238
317.35,09-20-2026 20:37:21:607,168937,131243
317.36,09-20-2026 20:37:21:617,168955,131219
317.37,09-20-2026 20:37:21:627,168929,131222
317.38,09-20-2026 20:37:21:637,168953,131230
317.39,09-20-2026 20:37:21:647,168933,131225
317.4,09-20-2026 20:37:21:657,168968,131224
317.41,09-20-2026 20:37:21:667,168937,131239
317.42,09-20-2026 20:37:21:677,168937,131239
317.43,09-20-2026 20:37:21:687,168940,131220
317.44,09-20-2026 20:37:21:697,168951,131217
317.45,09-20-2026 20:37:21:707,168954,131219
317.46,09-20-2026 20:37:21:717,168938,131234
317.47,09-20-2026 20:37:21:727,168925,131237
317.48,09-20-2026 20:37:21:737,168919,131223
317.49,09-20-2026 20:37:21:747,168931,131220
317.5,09-20-2026 20:37:21:757,168921,131222
317.51,09-20-2026 20:37:21:767,168923,131223
317.52,09-20-2026 20:37:21:777,168925,131238
317.53,09-20-2026 20:37:21:787,168952,131222
317.54,09-20-2026 20:37:21:797,168946,131244
317.55,09-20-2026 20:37:21:807,168944,131239
317.56,09-20-2026 20:37:21:817,168948,131255
317.57,09-20-2026 20:37:21:827,168984,131227
317.58,09-20-2026 20:37:21:837,168960,131238
317.59,09-20-2026 20:37:21:847,168962,131211
317.6,09-20-2026 20:37:21:857,168962,131211
317.61,09-20-2026 20:37:21:867,168981,131237
317.62,09-20-2026 20:37:21:877,168981,131203
317.63,09-20-2026 20:37:21:887,168972,131238
317.64,09-20-2026 20:37:21:897,168996,131221
317.65,09-20-2026 20:37:21:907,168986,131234
317.66,09-20-2026 20:37:21:917,168970,131192
317.67,09-20-2026 20:37:21:927,168986,131226
317.68,09-20-2026 20:37:21:937,169000,131196
317.69,09-20-2026 20:37:21:947,169007,131226
317.7,09-20-2026 20:37:21:957,168995,131189
317.71,09-20-2026 20:37:21:967,168980,131225
317.72,09-20-2026 20:37:21:977,168987,131188
317.73,09-20-2026 20:37:21:987,169016,131234
317.74,09-20-2026 20:37:21:997,168990,131185
317.75,09-20-2026 20:37:22:007,169001,131218
317.76,09-20-2026 20:37:22:017,168996,131172
317.77,09-20-2026 20:37:22:027,168988,131217
317.78,09-20-2026 20:37:22:037,169005,131178
317.79,09-20-2026 20:37:22:047,169003,131213
317.8,09-20-2026 20:37:22:057,169001,131175
317.81,09-20-2026 20:37:22:067,168975,131225
317.82,09-20-2026 20:37:22:077,169016,131174
317.83,09-20-2026 20:37:22:087,168999,131208
317.84,09-20-2026 20:37:22:097,169002,131167
317.85,09-20-2026 20:37:22:107,168997,131209
317.86,09-20-2026 20:37:22:117,168990,131201
317.87,09-20-2026 20:37:22:127,169009,131227
317.88,09-20-2026 20:37:22:137,168998,131185
317.89,09-20-2026 20:37:22:147,169000,131219
317.9,09-20-2026 20:37:22:157,169001,131193
317.91,09-20-2026 20:37:22:167,169001,131225
317.92,09-20-2026 20:37:22:177,169010,131206
317.93,09-20-2026 20:37:22:187,168991,131231
317.94,09-20-2026 20:37:22:197,168990,131200
317.95,09-20-2026 20:37:22:207,168991,131234
317.96,09-20-2026 20:37:22:217,169003,131211
317.97,09-20-2026 20:37:22:227,168996,131216
317.98,09-20-2026 20:37:22:237,169015,131240
317.99,09-20-2026 20:37:22:247,169020,131240
318,09-20-2026 20:37:22:257,169029,131253
318.01,09-20-2026 20:37:22:267,169015,131242
318.02,09-20-2026 20:37:22:277,169008,131251
318.03,09-20-2026 20:37:22:287,169001,131238
318.04,09-20-2026 20:37:22:297,169006,131262
318.05,09-20-2026 20:37:22:307,169023,131252
318.06,09-20-2026 20:37:22:317,169036,131284
318.07,09-20-2026 20:37:22:327,169006,131236
318.08,09-20-2026 20:37:22:337,169039,131259
318.09,09-20-2026 20:37:22:347,169045,131240
318.1,09-20-2026 20:37:22:357,169027,131276
318.11,09-20-2026 20:37:22:367,169023,131258
318.12,09-20-2026 20:37:22:377,169031,131312
318.13,09-20-2026 20:37:22:387,169052,131271
318.14,09-20-2026 20:37:22:397,169026,131293
318.15,09-20-2026 20:37:22:407,169030,131280
318.16,09-20-2026 20:37:22:417,169027,131282
318.17,09-20-2026 20:37:22:427,169038,131256
318.18,09-20-2026 20:37:22:437,169034,131312
318.19,09-20-2026 20:37:22:447,169029,131272
318.2,09-20-2026 20:37:22:457,169053,131323
318.21,09-20-2026 20:37:22:467,169046,131289
318.22,09-20-2026 20:37:22:477,169058,131322
318.23,09-20-2026 20:37:22:487,169046,131305
318.24,09-20-2026 20:37:22:497,169058,131332
318.25,09-20-2026 20:37:22:507,169044,131322
318.26,09-20-2026 20:37:22:517,169052,131320
318.27,09-20-2026 20:37:22:527,169050,131295
318.28,09-20-2026 20:37:22:537,169045,131340
318.29,09-20-2026 20:37:22:547,169051,131306
318.3,09-20-2026 20:37:22:557,169043,131318
318.31,09-20-2026 20:37:22:567,169044,131290
318.32,09-20-2026 20:37:22:577,169018,131339
318.33,09-20-2026 20:37:22:587,169046,131306
318.34,09-20-2026 20:37:22:597,169028,131324
318.35,09-20-2026 20:37:22:607,169043,131308
318.36,09-20-2026 20:37:22:617,169063,131356
318.37,09-20-2026 20:37:22:627,169065,131320
318.38,09-20-2026 20:37:22:637,169074,131340
318.39,09-20-2026 20:37:22:647,169084,131329
318.4,09-20-2026 20:37:22:657,169083,131336
318.41,09-20-2026 20:37:22:667,169064,131317
318.42,09-20-2026 20:37:22:677,169086,131308
318.43,09-20-2026 20:37:22:687,169075,131322
318.44,09-20-2026 20:37:22:697,169076,131325
318.45,09-20-2026 20:37:22:707,169098,131339
318.46,09-20-2026 20:37:22:717,169085,131324
318.47,09-20-2026 20:37:22:727,169097,131339
318.48,09-20-2026 20:37:22:737,169092,131326
318.49,09-20-2026 20:37:22:747,169082,131324
318.5,09-20-2026 20:37:22:757,169105,131321
318.51,09-20-2026 20:37:22:767,169100,131331
318.52,09-20-2026 20:37:22:777,169092,131328
318.53,09-20-2026 20:37:22:787,169099,131314
318.54,09-20-2026 20:37:22:797,169083,131312
318.55,09-20-2026 20:37:22:807,169097,131330
318.56,09-20-2026 20:37:22:817,169090,131322
318.57,09-20-2026 20:37:22:827,169074,131305
318.58,09-20-2026 20:37:22:837,169078,131317
318.59,09-20-2026 20:37:22:847,169082,131298
318.6,09-20-2026 20:37:22:857,169078,131319
318.61,09-20-2026 20:37:22:867,169056,131306
318.62,09-20-2026 20:37:22:877,169083,131311
318.63,09-20-2026 20:37:22:887,169070,131338
318.64,09-20-2026 20:37:22:897,169080,131321
318.65,09-20-2026 20:37:22:907,169078,131320
318.66,09-20-2026 20:37:22:917,169053,131312
318.67,09-20-2026 20:37:22:927,169053,131301
318.68,09-20-2026 20:37:22:937,169064,131322
318.69,09-20-2026 20:37:22:947,169071,131307
318.7,09-20-2026 20:37:22:957,169060,131326
318.71,09-20-2026 20:37:22:967,169079,131308
318.72,09-20-2026 20:37:22:977,169053,131318
318.73,09-20-2026 20:37:22:987,169084,131314
318.74,09-20-2026 20:37:22:997,169054,131327
318.75,09-20-2026 20:37:23:007,169080,131316
318.76,09-20-2026 20:37:23:017,169071,131321
318.77,09-20-2026 20:37:23:027,169069,131314
318.78,09-20-2026 20:37:23:037,169042,131319
318.79,09-20-2026 20:37:23:047,169057,131330
318.8,09-20-2026 20:37:23:057,169052,131343
318.81,09-20-2026 20:37:23:067,169067,131339
318.82,09-20-2026 20:37:23:077,169038,131328
318.83,09-20-2026 20:37:23:087,169083,131329
318.84,09-20-2026 20:37:23:097,169043,131336
318.85,09-20-2026 20:37:23:107,169055,131336
318.86,09-20-2026 20:37:23:117,169027,131325
318.87,09-20-2026 20:37:23:127,169058,131333
318.88,09-20-2026 20:37:23:137,169039,131319
318.89,09-20-2026 20:37:23:147,169060,131323
318.9,09-20-2026 20:37:23:157,169005,131338
318.91,09-20-2026 20:37:23:167,169078,131342
318.92,09-20-2026 20:37:23:177,169019,131332
318.93,09-20-2026 20:37:23:187,169055,131330
318.94,09-20-2026 20:37:23:197,169006,131349
318.95,09-20-2026 20:37:23:207,169059,131324
318.96,09-20-2026 20:37:23:217,169000,131336
318.97,09-20-2026 20:37:23:227,169050,131340
318.98,09-20-2026 20:37:23:237,168991,131352
318.99,09-20-2026 20:37:23:247,169063,131347
319,09-20-2026 20:37:23:257,169014,131340
319.01,09-20-2026 20:37:23:267,169043,131339
319.02,09-20-2026 20:37:23:277,168990,131347
319.03,09-20-2026 20:37:23:287,169043,131357
319.04,09-20-2026 20:37:23:297,168996,131350
319.05,09-20-2026 20:37:23:307,169037,131349
319.06,09-20-2026 20:37:23:317,169032,131357
319.07,09-20-2026 20:37:23:327,169058,131362
319.08,09-20-2026 20:37:23:337,169034,131370
319.09,09-20-2026 20:37:23:347,169063,131377
319.1,09-20-2026 20:37:23:357,169040,131384
319.11,09-20-2026 20:37:23:367,169079,131388
319.12,09-20-2026 20:37:23:377,169058,131364
319.13,09-20-2026 20:37:23:387,169074,131382
319.14,09-20-2026 20:37:23:397,169076,131372
319.15,09-20-2026 20:37:23:407,169092,131365
319.16,09-20-2026 20:37:23:417,169081,131370
319.17,09-20-2026 20:37:23:427,169097,131385
319.18,09-20-2026 20:37:23:437,169089,131373
319.19,09-20-2026 20:37:23:447,169098,131378
319.2,09-20-2026 20:37:23:457,169104,131375
319.21,09-20-2026 20:37:23:467,169103,131382
319.22,09-20-2026 20:37:23:477,169095,131385
319.23,09-20-2026 20:37:23:487,169068,131373
319.24,09-20-2026 20:37:23:497,169103,131373
319.25,09-20-2026 20:37:23:507,169113,131382
319.26,09-20-2026 20:37:23:517,169120,131371
319.27,09-20-2026 20:37:23:527,169104,131375
319.28,09-20-2026 20:37:23:537,169108,131378
319.29,09-20-2026 20:37:23:547,169091,131387
319.3,09-20-2026 20:37:23:557,169107,131389
319.31,09-20-2026 20:37:23:567,169095,131391
319.32,09-20-2026 20:37:23:577,169121,131394
319.33,09-20-2026 20:37:23:587,169075,131394
319.34,09-20-2026 20:37:23:597,169102,131396
319.35,09-20-2026 20:37:23:607,169088,131381
319.36,09-20-2026 20:37:23:617,169104,131394
319.37,09-20-2026 20:37:23:627,169069,131385
319.38,09-20-2026 20:37:23:637,169109,131378
319.39,09-20-2026 20:37:23:647,169091,131389
319.4,09-20-2026 20:37:23:657,169105,131395
319.41,09-20-2026 20:37:23:667,169094,131384
319.42,09-20-2026 20:37:23:677,169123,131398
319.43,09-20-2026 20:37:23:687,169081,131390
319.44,09-20-2026 20:37:23:697,169121,131391
319.45,09-20-2026 20:37:23:707,169078,131399
319.46,09-20-2026 20:37:23:717,169106,131382
319.47,09-20-2026 20:37:23:727,169067,131411
319.48,09-20-2026 20:37:23:737,169121,131389
319.49,09-20-2026 20:37:23:747,169075,131402
319.5,09-20-2026 20:37:23:757,169087,131404
319.51,09-20-2026 20:37:23:767,169075,131430
319.52,09-20-2026 20:37:23:777,169096,131397
319.53,09-20-2026 20:37:23:787,169070,131407
319.54,09-20-2026 20:37:23:797,169088,131411
319.55,09-20-2026 20:37:23:807,169056,131405
319.56,09-20-2026 20:37:23:817,169091,131406
319.57,09-20-2026 20:37:23:827,169048,131415
319.58,09-20-2026 20:37:23:837,169065,131406
319.59,09-20-2026 20:37:23:847,169076,131416
319.6,09-20-2026 20:37:23:857,169076,131417
319.61,09-20-2026 20:37:23:867,169063,131400
319.62,09-20-2026 20:37:23:877,169056,131402
319.63,09-20-2026 20:37:23:887,169065,131416
319.64,09-20-2026 20:37:23:897,169056,131410
319.65,09-20-2026 20:37:23:907,169061,131414
319.66,09-20-2026 20:37:23:917,169070,131399
319.67,09-20-2026 20:37:23:927,169068,131422
319.68,09-20-2026 20:37:23:937,169037,131416
319.69,09-20-2026 20:37:23:947,169066,131411
319.7,09-20-2026 20:37:23:957,169073,131427
319.71,09-20-2026 20:37:23:967,169048,131418
319.72,09-20-2026 20:37:23:977,169057,131412
319.73,09-20-2026 20:37:23:987,169041,131400
319.74,09-20-2026 20:37:23:997,169058,131434
319.75,09-20-2026 20:37:24:007,169057,131407
319.76,09-20-2026 20:37:24:017,169060,131433
319.77,09-20-2026 20:37:24:027,169074,131421
319.78,09-20-2026 20:37:24:037,169060,131445
319.79,09-20-2026 20:37:24:047,169086,131406
319.8,09-20-2026 20:37:24:057,169080,131432
319.81,09-20-2026 20:37:24:067,169074,131409
319.82,09-20-2026 20:37:24:077,169066,131435
319.83,09-20-2026 20:37:24:087,169076,131410
319.84,09-20-2026 20:37:24:097,169089,131443
319.85,09-20-2026 20:37:24:107,169078,131406
319.86,09-20-2026 20:37:24:117,169081,131436
319.87,09-20-2026 20:37:24:127,169093,131429
319.88,09-20-2026 20:37:24:137,169098,131464
319.89,09-20-2026 20:37:24:147,169092,131405
319.9,09-20-2026 20:37:24:157,169102,131460
319.91,09-20-2026 20:37:24:167,169106,131410
319.92,09-20-2026 20:37:24:177,169107,131462
319.93,09-20-2026 20:37:24:187,169106,131420
319.94,09-20-2026 20:37:24:197,169113,131465
319.95,09-20-2026 20:37:24:207,169116,131422
319.96,09-20-2026 20:37:24:217,169128,131455
319.97,09-20-2026 20:37:24:227,169094,131431
319.98,09-20-2026 20:37:24:237,169107,131490
319.99,09-20-2026 20:37:24:247,169099,131457
320,09-20-2026 20:37:24:257,169121,131494
320.01,09-20-2026 20:37:24:267,169121,131452
320.02,09-20-2026 20:37:24:277,169122,131488
320.03,09-20-2026 20:37:24:287,169132,131483
320.04,09-20-2026 20:37:24:297,169116,131506
320.05,09-20-2026 20:37:24:307,169121,131472
320.06,09-20-2026 20:37:24:317,169105,131491
320.07,09-20-2026 20:37:24:327,169108,131479
320.08,09-20-2026 20:37:24:337,169115,131505
320.09,09-20-2026 20:37:24:347,169115,131482
320.1,09-20-2026 20:37:24:357,169112,131500
320.11,09-20-2026 20:37:24:367,169119,131492
320.12,09-20-2026 20:37:24:377,169128,131489
320.13,09-20-2026 20:37:24:387,169116,131520
320.14,09-20-2026 20:37:24:397,169120,131513
320.15,09-20-2026 20:37:24:407,169110,131509
320.16,09-20-2026 20:37:24:417,169127,131497
320.17,09-20-2026 20:37:24:427,169111,131518
320.18,09-20-2026 20:37:24:437,169112,131493
320.19,09-20-2026 20:37:24:447,169101,131519
320.2,09-20-2026 20:37:24:457,169103,131510
320.21,09-20-2026 20:37:24:467,169091,131545
320.22,09-20-2026 20:37:24:477,169082,131488
320.23,09-20-2026 20:37:24:487,169093,131522
320.24,09-20-2026 20:37:24:497,169108,131509
320.25,09-20-2026 20:37:24:507,169081,131535
320.26,09-20-2026 20:37:24:517,169095,131494
320.27,09-20-2026 20:37:24:527,169088,131522
320.28,09-20-2026 20:37:24:537,169086,131487
320.29,09-20-2026 20:37:24:547,169086,131540
320.3,09-20-2026 20:37:24:557,169084,131503
320.31,09-20-2026 20:37:24:567,169090,131555
320.32,09-20-2026 20:37:24:577,169075,131508
320.33,09-20-2026 20:37:24:587,169072,131550
320.34,09-20-2026 20:37:24:597,169079,131517
320.35,09-20-2026 20:37:24:607,169080,131510
320.36,09-20-2026 20:37:24:617,169089,131492
320.37,09-20-2026 20:37:24:627,169064,131534
320.38,09-20-2026 20:37:24:637,169050,131514
320.39,09-20-2026 20:37:24:647,169080,131540
320.4,09-20-2026 20:37:24:657,169070,131502
320.41,09-20-2026 20:37:24:667,169084,131534
320.42,09-20-2026 20:37:24:677,169075,131531
320.43,09-20-2026 20:37:24:687,169089,131556
320.44,09-20-2026 20:37:24:697,169091,131547
320.45,09-20-2026 20:37:24:707,169104,131570
320.46,09-20-2026 20:37:24:717,169079,131557
320.47,09-20-2026 20:37:24:727,169095,131559
320.48,09-20-2026 20:37:24:737,169078,131538
320.49,09-20-2026 20:37:24:747,169107,131546
320.5,09-20-2026 20:37:24:757,169109,131530
320.51,09-20-2026 20:37:24:767,169102,131553
320.52,09-20-2026 20:37:24:777,169097,131535
320.53,09-20-2026 20:37:24:787,169107,131544
320.54,09-20-2026 20:37:24:797,169094,131542
320.55,09-20-2026 20:37:24:807,169098,131541
320.56,09-20-2026 20:37:24:817,169102,131538
320.57,09-20-2026 20:37:24:827,169109,131549
320.58,09-20-2026 20:37:24:837,169115,131553
320.59,09-20-2026 20:37:24:847,169116,131545
320.6,09-20-2026 20:37:24:857,169114,131537
320.61,09-20-2026 20:37:24:867,169122,131539
320.62,09-20-2026 20:37:24:877,169109,131544
320.63,09-20-2026 20:37:24:887,169095,131523
320.64,09-20-2026 20:37:24:897,169084,131542
320.65,09-20-2026 20:37:24:907,169111,131549
320.66,09-20-2026 20:37:24:917,169090,131542
320.67,09-20-2026 20:37:24:927,169102,131564
320.68,09-20-2026 20:37:24:937,169097,131539
320.69,09-20-2026 20:37:24:947,169105,131559
320.7,09-20-2026 20:37:24:957,169101,131566
320.71,09-20-2026 20:37:24:967,169064,131550
320.72,09-20-2026 20:37:24:977,169089,131552
320.73,09-20-2026 20:37:24:987,169101,131551
320.74,09-20-2026 20:37:24:997,169074,131564
320.75,09-20-2026 20:37:25:007,169087,131540
320.76,09-20-2026 20:37:25:017,169081,131558
320.77,09-20-2026 20:37:25:027,169100,131555
320.78,09-20-2026 20:37:25:037,169087,131558
320.79,09-20-2026 20:37:25:047,169066,131550
320.8,09-20-2026 20:37:25:057,169082,131546
320.81,09-20-2026 20:37:25:067,169064,131547
320.82,09-20-2026 20:37:25:077,169080,131547
320.83,09-20-2026 20:37:25:087,169043,131531
320.84,09-20-2026 20:37:25:097,169058,131535
320.85,09-20-2026 20:37:25:107,169055,131552
320.86,09-20-2026 20:37:25:117,169065,131539
320.87,09-20-2026 20:37:25:127,169044,131550
320.88,09-20-2026 20:37:25:137,169076,131547
320.89,09-20-2026 20:37:25:147,169048,131559
320.9,09-20-2026 20:37:25:157,169068,131558
320.91,09-20-2026 20:37:25:167,169051,131556
320.92,09-20-2026 20:37:25:177,169065,131548
320.93,09-20-2026 20:37:25:187,169040,131559
320.94,09-20-2026 20:37:25:197,169070,131570
320.95,09-20-2026 20:37:25:207,169054,131560
320.96,09-20-2026 20:37:25:217,169064,131565
320.97,09-20-2026 20:37:25:227,169034,131574
320.98,09-20-2026 20:37:25:237,169062,131569
320.99,09-20-2026 20:37:25:247,169029,131558
321,09-20-2026 20:37:25:257,169042,131567
321.01,09-20-2026 20:37:25:267,169015,131547
321.02,09-20-2026 20:37:25:277,169062,131562
321.03,09-20-2026 20:37:25:287,169018,131550
321.04,09-20-2026 20:37:25:297,169056,131565
321.05,09-20-2026 20:37:25:307,169010,131574
321.06,09-20-2026 20:37:25:317,169054,131561
321.07,09-20-2026 20:37:25:327,169004,131558
321.08,09-20-2026 20:37:25:337,169041,131567
321.09,09-20-2026 20:37:25:347,168983,131571
321.1,09-20-2026 20:37:25:357,169048,131556
321.11,09-20-2026 20:37:25:367,168999,131565
321.12,09-20-2026 20:37:25:377,169023,131573
321.13,09-20-2026 20:37:25:387,169005,131573
321.14,09-20-2026 20:37:25:397,169057,131580
321.15,09-20-2026 20:37:25:407,169031,131589
321.16,09-20-2026 20:37:25:417,169057,131570
321.17,09-20-2026 20:37:25:427,169034,131562
321.18,09-20-2026 20:37:25:437,169057,131577
321.19,09-20-2026 20:37:25:447,169021,131564
321.2,09-20-2026 20:37:25:457,169060,131564
321.21,09-20-2026 20:37:25:467,169034,131562
321.22,09-20-2026 20:37:25:477,169067,131564
321.23,09-20-2026 20:37:25:487,169038,131568
321.24,09-20-2026 20:37:25:497,169037,131559
321.25,09-20-2026 20:37:25:507,169022,131547
321.26,09-20-2026 20:37:25:517,169050,131551
321.27,09-20-2026 20:37:25:527,169043,131565
321.28,09-20-2026 20:37:25:537,169038,131538
321.29,09-20-2026 20:37:25:547,169036,131537
321.3,09-20-2026 20:37:25:557,169029,131554
321.31,09-20-2026 20:37:25:567,169029,131543
321.32,09-20-2026 20:37:25:577,169005,131534
321.33,09-20-2026 20:37:25:587,169026,131528
321.34,09-20-2026 20:37:25:597,168979,131509
321.35,09-20-2026 20:37:25:607,168999,131514
321.36,09-20-2026 20:37:25:617,168957,131493
321.37,09-20-2026 20:37:25:627,168970,131487
321.38,09-20-2026 20:37:25:637,168946,131484
321.39,09-20-2026 20:37:25:647,168977,131492
321.4,09-20-2026 20:37:25:657,168938,131481
321.41,09-20-2026 20:37:25:667,168956,131480
321.42,09-20-2026 20:37:25:677,168929,131468
321.43,09-20-2026 20:37:25:687,168930,131481
321.44,09-20-2026 20:37:25:697,168922,131469
321.45,09-20-2026 20:37:25:707,168942,131463
321.46,09-20-2026 20:37:25:717,168910,131454
321.47,09-20-2026 20:37:25:727,168928,131446
321.48,09-20-2026 20:37:25:737,168891,131445
321.49,09-20-2026 20:37:25:747,168897,131428
321.5,09-20-2026 20:37:25:757,168856,131423
321.51,09-20-2026 20:37:25:767,168892,131422
321.52,09-20-2026 20:37:25:777,168834,131423
321.53,09-20-2026 20:37:25:787,168853,131423
321.54,09-20-2026 20:37:25:797,168809,131389
321.55,09-20-2026 20:37:25:807,168839,131406
321.56,09-20-2026 20:37:25:817,168809,131390
321.57,09-20-2026 20:37:25:827,168835,131393
321.58,09-20-2026 20:37:25:837,168782,131383
321.59,09-20-2026 20:37:25:847,168783,131373
321.6,09-20-2026 20:37:25:857,168792,131376
321.61,09-20-2026 20:37:25:867,168786,131393
