PseudoTimeSec,PseudoTimestamp,QX,QY,QZ,QW,AX,AY,AZ
0.17,09-20-2026 18:37:32:246,-0.0719999969005585,0.206599995493889,0.518100023269653,0.826799988746643,-0.4256,0.1912,0.8568
0.18,09-20-2026 18:37:32:256,-0.0727000012993813,0.207499995827675,0.518700003623962,0.826099991798401,-0.434,0.2012,0.8638
0.19,09-20-2026 18:37:32:266,-0.0731000006198883,0.208599999547005,0.519299983978271,0.825399994850159,-0.4394,0.2088,0.8663
0.2,09-20-2026 18:37:32:276,-0.0731000006198883,0.209600001573563,0.519900023937225,0.82480001449585,-0.4418,0.214,0.8653
0.21,09-20-2026 18:37:32:286,-0.0401000007987022,0.222000002861023,0.533999979496002,0.81470000743866,-0.2834,0.2378,0.7219
0.22,09-20-2026 18:37:32:296,-0.0375000014901161,0.222399994730949,0.535000026226044,0.814100027084351,-0.2768,0.2408,0.7185
0.23,09-20-2026 18:37:32:306,-0.0348999984562397,0.222900003194809,0.535899996757507,0.813499987125397,-0.2706,0.2429,0.7135
0.24,09-20-2026 18:37:32:316,-0.0324999988079071,0.223399996757507,0.536800026893616,0.812900006771088,-0.2666,0.2453,0.7079
0.25,09-20-2026 18:37:32:326,-0.0300999991595745,0.223800003528595,0.537599980831146,0.812300026416779,-0.2634,0.2477,0.7055
0.26,09-20-2026 18:37:32:336,-0.0278999991714954,0.224299997091293,0.538500010967255,0.811699986457825,-0.2612,0.251,0.7059
0.27,09-20-2026 18:37:32:346,-0.0256999991834164,0.224700003862381,0.53930002450943,0.811100006103516,-0.2606,0.254,0.7071
0.28,09-20-2026 18:37:32:356,-0.023700000718236,0.225099995732307,0.54009997844696,0.810500025749207,-0.262,0.2573,0.7065
0.29,09-20-2026 18:37:32:366,-0.0217000003904104,0.225600004196167,0.540899991989136,0.809899985790253,-0.2642,0.2609,0.7051
0.3,09-20-2026 18:37:32:376,-0.0198999997228384,0.225899994373322,0.541700005531311,0.809300005435944,-0.2676,0.2645,0.7043
0.31,09-20-2026 18:37:32:386,-0.0102000003680587,0.220300003886223,0.5557000041008,0.801500022411346,-0.2645,0.1888,0.7148
0.32,09-20-2026 18:37:32:396,-0.0105999996885657,0.218999996781349,0.556699991226196,0.801199972629547,-0.2629,0.1792,0.7198
0.33,09-20-2026 18:37:32:406,-0.0110999997705221,0.217600002884865,0.557600021362305,0.800899982452393,-0.2615,0.1696,0.7248
0.34,09-20-2026 18:37:32:416,-0.0116999996826053,0.216199994087219,0.558499991893768,0.800700008869171,-0.2607,0.1604,0.7318
0.35,09-20-2026 18:37:32:426,-0.0124000003561378,0.214699998497963,0.559400022029877,0.800400018692017,-0.2602,0.1528,0.7383
0.36,09-20-2026 18:37:32:436,-0.0131000000983477,0.213200002908707,0.560199975967407,0.80019998550415,-0.2602,0.1472,0.7458
0.37,09-20-2026 18:37:32:446,-0.0138999996706843,0.211899995803833,0.560999989509583,0.800000011920929,-0.2614,0.1436,0.7533
0.38,09-20-2026 18:37:32:456,-0.0146000003442168,0.210500001907349,0.561800003051758,0.799799978733063,-0.2639,0.1412,0.7603
0.39,09-20-2026 18:37:32:466,-0.0153000000864267,0.209299996495247,0.5625,0.799600005149841,-0.2668,0.1404,0.7663
0.4,09-20-2026 18:37:32:476,-0.0159000009298325,0.208100005984306,0.563199996948242,0.799399971961975,-0.2698,0.1404,0.7698
0.41,09-20-2026 18:37:32:486,-0.0177999995648861,0.203799992799759,0.566299974918365,0.79830002784729,-0.2665,0.1365,0.7731
0.42,09-20-2026 18:37:32:496,-0.0181000009179115,0.202800005674362,0.566999971866608,0.797999978065491,-0.2621,0.1347,0.7727
0.43,09-20-2026 18:37:32:506,-0.0185000002384186,0.201800003647804,0.567799985408783,0.797699987888336,-0.2557,0.1326,0.7723
0.44,09-20-2026 18:37:32:516,-0.0187999997287989,0.200800001621246,0.568599998950958,0.797399997711182,-0.2497,0.129,0.7724
0.45,09-20-2026 18:37:32:526,-0.0190999992191792,0.19990000128746,0.5692999958992,0.797100007534027,-0.2425,0.1245,0.7719
0.46,09-20-2026 18:37:32:536,-0.0194000005722046,0.198899999260902,0.570100009441376,0.796800017356873,-0.2361,0.1197,0.77
0.47,09-20-2026 18:37:32:546,-0.0197000000625849,0.197999998927116,0.570800006389618,0.796500027179718,-0.2293,0.1152,0.7684
0.48,09-20-2026 18:37:32:556,-0.0199999995529652,0.197200000286102,0.571399986743927,0.796299993991852,-0.2245,0.111,0.7683
0.49,09-20-2026 18:37:32:566,-0.0204000007361174,0.196400001645088,0.572000026702881,0.79610002040863,-0.2229,0.1086,0.7705
0.5,09-20-2026 18:37:32:576,-0.0208999998867512,0.195600003004074,0.572499990463257,0.795899987220764,-0.2241,0.1086,0.7744
0.51,09-20-2026 18:37:32:586,-0.0229000002145767,0.192900002002716,0.574100017547607,0.795300006866455,-0.2331,0.1059,0.7823
0.52,09-20-2026 18:37:32:596,-0.0233999993652105,0.192399993538857,0.574400007724762,0.795199990272522,-0.2349,0.1035,0.7815
0.53,09-20-2026 18:37:32:606,-0.0240000002086163,0.191799998283386,0.574699997901917,0.795099973678589,-0.2361,0.0991,0.7797
0.54,09-20-2026 18:37:32:616,-0.0245999991893768,0.191300004720688,0.574899971485138,0.795099973678589,-0.2383,0.0951,0.7779
0.55,09-20-2026 18:37:32:626,-0.0252999998629093,0.190799996256828,0.575100004673004,0.795000016689301,-0.2407,0.0903,0.7773
0.56,09-20-2026 18:37:32:636,-0.0260000005364418,0.19030000269413,0.575200021266937,0.795000016689301,-0.2427,0.0855,0.7753
0.57,09-20-2026 18:37:32:646,-0.0266999993473291,0.189899995923042,0.575299978256226,0.795099973678589,-0.2463,0.0795,0.7719
0.58,09-20-2026 18:37:32:656,-0.0274999998509884,0.189500004053116,0.575200021266937,0.795099973678589,-0.2495,0.0747,0.7669
0.59,09-20-2026 18:37:32:666,-0.0284000001847744,0.1891999989748,0.575200021266937,0.795199990272522,-0.2533,0.0703,0.7625
0.6,09-20-2026 18:37:32:676,-0.0294000003486872,0.188899993896484,0.574999988079071,0.795400023460388,-0.2575,0.0667,0.7591
0.61,09-20-2026 18:37:32:686,-0.0339000001549721,0.188199996948242,0.574000000953674,0.79610002040863,-0.2867,0.064,0.7607
0.62,09-20-2026 18:37:32:696,-0.0351000018417835,0.18809999525547,0.573599994182587,0.796400010585785,-0.2933,0.0638,0.7627
0.63,09-20-2026 18:37:32:706,-0.0362999998033047,0.187999993562698,0.573300004005432,0.796599984169006,-0.2993,0.0633,0.7643
0.64,09-20-2026 18:37:32:716,-0.0375000014901161,0.187900006771088,0.572899997234344,0.796800017356873,-0.3038,0.063,0.7663
0.65,09-20-2026 18:37:32:726,-0.0386999994516373,0.187900006771088,0.572499990463257,0.796999990940094,-0.308,0.0631,0.7693
0.66,09-20-2026 18:37:32:736,-0.0397999994456768,0.187999993562698,0.572200000286102,0.79720002412796,-0.3119,0.0636,0.7723
0.67,09-20-2026 18:37:32:746,-0.0408999994397163,0.187999993562698,0.571799993515015,0.797399997711182,-0.3164,0.0644,0.7749
0.68,09-20-2026 18:37:32:756,-0.0419999994337559,0.188199996948242,0.57150000333786,0.797599971294403,-0.3197,0.0654,0.7775
0.69,09-20-2026 18:37:32:766,-0.0430000014603138,0.188400000333786,0.571099996566772,0.797699987888336,-0.3227,0.0665,0.7791
0.7,09-20-2026 18:37:32:776,-0.0439000017940998,0.18860000371933,0.570800006389618,0.797800004482269,-0.3242,0.0679,0.7805
0.71,09-20-2026 18:37:32:786,-0.0461999997496605,0.18979999423027,0.56989997625351,0.798099994659424,-0.3289,0.0745,0.7767
0.72,09-20-2026 18:37:32:796,-0.046900000423193,0.190400004386902,0.569599986076355,0.798099994659424,-0.3319,0.0781,0.7765
0.73,09-20-2026 18:37:32:806,-0.0474000014364719,0.190999999642372,0.5692999958992,0.798099994659424,-0.3339,0.0811,0.7757
0.74,09-20-2026 18:37:32:816,-0.0480000004172325,0.191699996590614,0.569100022315979,0.798099994659424,-0.3353,0.0833,0.7739
0.75,09-20-2026 18:37:32:826,-0.0485000014305115,0.192399993538857,0.56879997253418,0.798099994659424,-0.3371,0.0849,0.7717
0.76,09-20-2026 18:37:32:836,-0.0489000007510185,0.193200007081032,0.568499982357025,0.798099994659424,-0.3377,0.0867,0.7691
0.77,09-20-2026 18:37:32:846,-0.0493000000715256,0.194000005722046,0.568199992179871,0.797999978065491,-0.3385,0.0887,0.7659
0.78,09-20-2026 18:37:32:856,-0.0496999993920326,0.194900006055832,0.568000018596649,0.797999978065491,-0.3393,0.0899,0.7635
0.79,09-20-2026 18:37:32:866,-0.0500999987125397,0.195800006389618,0.567700028419495,0.797999978065491,-0.3411,0.0921,0.7619
0.8,09-20-2026 18:37:32:876,-0.050500001758337,0.196799993515015,0.567300021648407,0.797900021076202,-0.3425,0.0941,0.7619
0.81,09-20-2026 18:37:32:886,-0.0518999993801117,0.200699999928474,0.565900027751923,0.797900021076202,-0.3474,0.0981,0.7483
0.82,09-20-2026 18:37:32:896,-0.0522000007331371,0.201700001955032,0.565500020980835,0.797900021076202,-0.3495,0.0996,0.7468
0.83,09-20-2026 18:37:32:906,-0.0526000000536442,0.202800005674362,0.564999997615814,0.797900021076202,-0.3531,0.1026,0.7468
0.84,09-20-2026 18:37:32:916,-0.0529999993741512,0.203799992799759,0.564499974250793,0.797999978065491,-0.3573,0.1068,0.7472
0.85,09-20-2026 18:37:32:926,-0.0533000007271767,0.204899996519089,0.564100027084351,0.797999978065491,-0.3615,0.1107,0.7481
0.86,09-20-2026 18:37:32:936,-0.0535999983549118,0.206000000238419,0.56360000371933,0.798099994659424,-0.366,0.1146,0.7483
0.87,09-20-2026 18:37:32:946,-0.0538999997079372,0.207100003957748,0.563099980354309,0.798099994659424,-0.3696,0.1188,0.7477
0.88,09-20-2026 18:37:32:956,-0.0542000010609627,0.208199992775917,0.562600016593933,0.798099994659424,-0.3729,0.1224,0.7465
0.89,09-20-2026 18:37:32:966,-0.0544000007212162,0.209299996495247,0.562200009822845,0.798200011253357,-0.3753,0.1251,0.7451
0.9,09-20-2026 18:37:32:976,-0.0544999986886978,0.210299998521805,0.561699986457825,0.798200011253357,-0.378,0.1272,0.7438
0.91,09-20-2026 18:37:32:986,-0.0549000017344952,0.214499995112419,0.560199975967407,0.798099994659424,-0.3895,0.138,0.7392
0.92,09-20-2026 18:37:32:996,-0.0549000017344952,0.215499997138977,0.559899985790253,0.797999978065491,-0.3923,0.1408,0.7389
0.93,09-20-2026 18:37:33:006,-0.0549000017344952,0.216399997472763,0.559700012207031,0.797999978065491,-0.3946,0.1438,0.7385
0.94,09-20-2026 18:37:33:016,-0.0548000000417233,0.217399999499321,0.559499979019165,0.797800004482269,-0.3963,0.1472,0.7376
0.95,09-20-2026 18:37:33:026,-0.0546999983489513,0.218299999833107,0.559300005435944,0.797699987888336,-0.3978,0.1498,0.7364
0.96,09-20-2026 18:37:33:036,-0.0544999986886978,0.219099998474121,0.559300005435944,0.797500014305115,-0.3989,0.1528,0.7357
0.97,09-20-2026 18:37:33:046,-0.0542999990284443,0.219999998807907,0.55919998884201,0.797299981117249,-0.3984,0.1562,0.7348
0.98,09-20-2026 18:37:33:056,-0.0540000014007092,0.220699995756149,0.559300005435944,0.797100007534027,-0.3978,0.1586,0.7335
0.99,09-20-2026 18:37:33:066,-0.0537000000476837,0.221399992704391,0.559400022029877,0.796800017356873,-0.3966,0.161,0.7318
1,09-20-2026 18:37:33:076,-0.0533999986946583,0.222100004553795,0.559599995613098,0.796500027179718,-0.3953,0.1634,0.7308
1.01,09-20-2026 18:37:33:086,-0.0516000017523766,0.224299997091293,0.561100006103516,0.795000016689301,-0.3831,0.1705,0.7284
1.02,09-20-2026 18:37:33:096,-0.0509999990463257,0.224700003862381,0.561600029468536,0.794600009918213,-0.3783,0.1708,0.7268
1.03,09-20-2026 18:37:33:106,-0.0504000000655651,0.225099995732307,0.562200009822845,0.794099986553192,-0.3732,0.1702,0.7249
1.04,09-20-2026 18:37:33:116,-0.0498000010848045,0.225400000810623,0.562799990177155,0.793600022792816,-0.3672,0.1701,0.7231
1.05,09-20-2026 18:37:33:126,-0.0491999983787537,0.22579999268055,0.563399970531464,0.793099999427795,-0.3624,0.1697,0.722
1.06,09-20-2026 18:37:33:136,-0.0485000014305115,0.226099997758865,0.564100027084351,0.792599976062775,-0.3582,0.17,0.7215
1.07,09-20-2026 18:37:33:146,-0.047800000756979,0.226500004529953,0.56470000743866,0.791999995708466,-0.3552,0.1711,0.7207
1.08,09-20-2026 18:37:33:156,-0.0471000000834465,0.226799994707108,0.565400004386902,0.791499972343445,-0.3525,0.1725,0.7203
1.09,09-20-2026 18:37:33:166,-0.0465000011026859,0.227200001478195,0.565999984741211,0.791000008583069,-0.3507,0.1739,0.7203
1.1,09-20-2026 18:37:33:176,-0.0458000004291534,0.227500006556511,0.566699981689453,0.790499985218048,-0.3486,0.1764,0.7201
1.11,09-20-2026 18:37:33:186,-0.0430999994277954,0.22859999537468,0.5692999958992,0.788500010967255,-0.3431,0.1864,0.7183
1.12,09-20-2026 18:37:33:196,-0.0425000004470348,0.228699997067451,0.56989997625351,0.787999987602234,-0.3417,0.1891,0.7174
1.13,09-20-2026 18:37:33:206,-0.0419000014662743,0.228799998760223,0.570599973201752,0.787500023841858,-0.3397,0.1908,0.7172
1.14,09-20-2026 18:37:33:216,-0.0412999987602234,0.228799998760223,0.571300029754639,0.787000000476837,-0.3375,0.1925,0.7179
1.15,09-20-2026 18:37:33:226,-0.0408000014722347,0.228799998760223,0.571900010108948,0.78659999370575,-0.3353,0.1931,0.7185
1.16,09-20-2026 18:37:33:236,-0.0403999984264374,0.228699997067451,0.57260000705719,0.786099970340729,-0.3331,0.1924,0.7196
1.17,09-20-2026 18:37:33:246,-0.0399000011384487,0.228499993681908,0.573300004005432,0.785700023174286,-0.3313,0.1925,0.7206
1.18,09-20-2026 18:37:33:256,-0.0395000018179417,0.228300005197525,0.574000000953674,0.785300016403198,-0.3293,0.1925,0.723
1.19,09-20-2026 18:37:33:266,-0.0390999987721443,0.228100001811981,0.574699997901917,0.784900009632111,-0.3275,0.193,0.7252
1.2,09-20-2026 18:37:33:276,-0.0388000011444092,0.227799996733665,0.575399994850159,0.784500002861023,-0.3265,0.1937,0.7278
1.21,09-20-2026 18:37:33:286,-0.0377999991178513,0.226799994707108,0.577499985694885,0.78329998254776,-0.3212,0.1929,0.731
1.22,09-20-2026 18:37:33:296,-0.0375000014901161,0.226400002837181,0.578199982643127,0.782899975776672,-0.3186,0.1919,0.7312
1.23,09-20-2026 18:37:33:306,-0.0372000001370907,0.225999996066093,0.578800022602081,0.782500028610229,-0.3164,0.1915,0.7319
1.24,09-20-2026 18:37:33:316,-0.0370000004768372,0.225500002503395,0.579500019550323,0.782100021839142,-0.314,0.1905,0.7326
1.25,09-20-2026 18:37:33:326,-0.0366999991238117,0.224999994039536,0.580200016498566,0.781799972057343,-0.3114,0.1885,0.7332
1.26,09-20-2026 18:37:33:336,-0.0364999994635582,0.224600002169609,0.580900013446808,0.7814000248909,-0.3094,0.1863,0.7342
1.27,09-20-2026 18:37:33:346,-0.0362999998033047,0.224000006914139,0.581499993801117,0.7810999751091,-0.3062,0.1841,0.7341
1.28,09-20-2026 18:37:33:356,-0.0362000018358231,0.223499998450279,0.582199990749359,0.780799984931946,-0.3036,0.1815,0.7332
1.29,09-20-2026 18:37:33:366,-0.0361000001430511,0.223000004887581,0.582799971103668,0.780499994754791,-0.301,0.1787,0.7325
1.3,09-20-2026 18:37:33:376,-0.0359999984502792,0.222399994730949,0.583400011062622,0.780200004577637,-0.299,0.1763,0.7316
1.31,09-20-2026 18:37:33:386,-0.0359999984502792,0.220300003886223,0.585399985313416,0.779299974441528,-0.2938,0.1668,0.7354
1.32,09-20-2026 18:37:33:396,-0.0361000001430511,0.219899997115135,0.585799992084503,0.779100000858307,-0.2949,0.1652,0.7366
1.33,09-20-2026 18:37:33:406,-0.0362999998033047,0.219400003552437,0.586199998855591,0.778999984264374,-0.2959,0.1639,0.7382
1.34,09-20-2026 18:37:33:416,-0.0364999994635582,0.218999996781349,0.586499989032745,0.778800010681152,-0.2978,0.1632,0.7412
1.35,09-20-2026 18:37:33:426,-0.0366999991238117,0.218500003218651,0.586899995803833,0.778699994087219,-0.2992,0.1628,0.744
1.36,09-20-2026 18:37:33:436,-0.0368999987840652,0.218099996447563,0.587199985980988,0.778500020503998,-0.3007,0.1626,0.7474
1.37,09-20-2026 18:37:33:446,-0.0370999984443188,0.217700004577637,0.587499976158142,0.778400003910065,-0.3019,0.1621,0.7502
1.38,09-20-2026 18:37:33:456,-0.0373000018298626,0.217399999499321,0.587800025939941,0.778299987316132,-0.3025,0.1618,0.7516
1.39,09-20-2026 18:37:33:466,-0.0375000014901161,0.216999992728233,0.588100016117096,0.778199970722198,-0.3034,0.1607,0.752
1.4,09-20-2026 18:37:33:476,-0.0377000011503696,0.216700002551079,0.588299989700317,0.777999997138977,-0.3037,0.1598,0.7514
1.41,09-20-2026 18:37:33:486,-0.0384999997913837,0.215399995446205,0.589399993419647,0.777499973773956,-0.3004,0.1525,0.7471
1.42,09-20-2026 18:37:33:496,-0.0386999994516373,0.215100005269051,0.589699983596802,0.777400016784668,-0.2991,0.1497,0.7463
1.43,09-20-2026 18:37:33:506,-0.0388999991118908,0.214800000190735,0.589900016784668,0.777300000190735,-0.298,0.1472,0.7456
1.44,09-20-2026 18:37:33:516,-0.0390999987721443,0.214499995112419,0.590099990367889,0.777199983596802,-0.2968,0.1444,0.7447
1.45,09-20-2026 18:37:33:526,-0.0392999984323978,0.214200004935265,0.590300023555756,0.777100026607513,-0.2963,0.1427,0.7441
1.46,09-20-2026 18:37:33:536,-0.0395000018179417,0.213899999856949,0.590499997138977,0.777100026607513,-0.2968,0.1427,0.7446
1.47,09-20-2026 18:37:33:546,-0.0397999994456768,0.213699996471405,0.59060001373291,0.77700001001358,-0.298,0.1427,0.7469
1.48,09-20-2026 18:37:33:556,-0.0399999991059303,0.21340000629425,0.590799987316132,0.77700001001358,-0.2997,0.1433,0.7494
1.49,09-20-2026 18:37:33:566,-0.0401999987661839,0.213100001215935,0.590900003910065,0.77700001001358,-0.3011,0.1447,0.7531
1.5,09-20-2026 18:37:33:576,-0.0403000004589558,0.212799996137619,0.591000020503998,0.776899993419647,-0.3012,0.1473,0.7558
1.51,09-20-2026 18:37:33:586,-0.0406000018119812,0.211500003933907,0.591400027275085,0.77700001001358,-0.3022,0.1501,0.7609
1.52,09-20-2026 18:37:33:596,-0.0406999997794628,0.211099997162819,0.591400027275085,0.77700001001358,-0.3024,0.1502,0.7614
1.53,09-20-2026 18:37:33:606,-0.0406000018119812,0.210800006985664,0.591499984264374,0.777100026607513,-0.3023,0.1505,0.7614
1.54,09-20-2026 18:37:33:616,-0.0406000018119812,0.210500001907349,0.591600000858307,0.777100026607513,-0.3017,0.1511,0.7614
1.55,09-20-2026 18:37:33:626,-0.0405000001192093,0.210099995136261,0.591600000858307,0.777199983596802,-0.3016,0.1525,0.7614
1.56,09-20-2026 18:37:33:636,-0.0405000001192093,0.209800004959106,0.59170001745224,0.777199983596802,-0.3013,0.1532,0.7618
1.57,09-20-2026 18:37:33:646,-0.0403999984264374,0.209499999880791,0.59170001745224,0.777300000190735,-0.3009,0.1539,0.7613
1.58,09-20-2026 18:37:33:656,-0.0403999984264374,0.209299996495247,0.591799974441528,0.777300000190735,-0.3001,0.1541,0.7602
1.59,09-20-2026 18:37:33:666,-0.0403000004589558,0.209000006318092,0.591799974441528,0.777400016784668,-0.2999,0.1543,0.7597
1.6,09-20-2026 18:37:33:676,-0.0403000004589558,0.208800002932549,0.591799974441528,0.777400016784668,-0.2995,0.1545,0.7587
1.61,09-20-2026 18:37:33:686,-0.0401999987661839,0.208299994468689,0.591899991035461,0.777499973773956,-0.2972,0.1514,0.7523
1.62,09-20-2026 18:37:33:696,-0.0401999987661839,0.208299994468689,0.591899991035461,0.777499973773956,-0.2972,0.1508,0.7514
1.63,09-20-2026 18:37:33:706,-0.0401999987661839,0.208299994468689,0.591899991035461,0.777499973773956,-0.2986,0.1503,0.7522
1.64,09-20-2026 18:37:33:716,-0.0403000004589558,0.208399996161461,0.591899991035461,0.777499973773956,-0.3012,0.1503,0.7536
1.65,09-20-2026 18:37:33:726,-0.0403000004589558,0.208399996161461,0.591899991035461,0.777400016784668,-0.3038,0.1506,0.7555
1.66,09-20-2026 18:37:33:736,-0.0403999984264374,0.208499997854233,0.591899991035461,0.777400016784668,-0.3062,0.1517,0.7566
1.67,09-20-2026 18:37:33:746,-0.0405000001192093,0.208599999547005,0.591899991035461,0.777400016784668,-0.3078,0.1529,0.7569
1.68,09-20-2026 18:37:33:756,-0.0405000001192093,0.208700001239777,0.591899991035461,0.777300000190735,-0.3094,0.1531,0.7561
1.69,09-20-2026 18:37:33:766,-0.0405000001192093,0.20890000462532,0.592000007629395,0.777300000190735,-0.3104,0.1538,0.7558
1.7,09-20-2026 18:37:33:776,-0.0406000018119812,0.209000006318092,0.592000007629395,0.777199983596802,-0.3106,0.1535,0.7544
1.71,09-20-2026 18:37:33:786,-0.0406000018119812,0.209199994802475,0.592199981212616,0.77700001001358,-0.3097,0.152,0.7509
1.72,09-20-2026 18:37:33:796,-0.0406000018119812,0.209299996495247,0.592299997806549,0.776899993419647,-0.3088,0.1515,0.7492
1.73,09-20-2026 18:37:33:806,-0.0406000018119812,0.209399998188019,0.592400014400482,0.776799976825714,-0.3084,0.151,0.7486
1.74,09-20-2026 18:37:33:816,-0.0406999997794628,0.209499999880791,0.592499971389771,0.776700019836426,-0.3082,0.1511,0.7487
1.75,09-20-2026 18:37:33:826,-0.0406999997794628,0.209600001573563,0.592599987983704,0.776600003242493,-0.308,0.1517,0.7495
1.76,09-20-2026 18:37:33:836,-0.0406999997794628,0.209700003266335,0.592700004577637,0.77649998664856,-0.3078,0.1516,0.7505
1.77,09-20-2026 18:37:33:846,-0.0406999997794628,0.209800004959106,0.59280002117157,0.776400029659271,-0.3075,0.1511,0.7512
1.78,09-20-2026 18:37:33:856,-0.0406999997794628,0.209900006651878,0.592899978160858,0.776300013065338,-0.3067,0.1508,0.7506
1.79,09-20-2026 18:37:33:866,-0.0406999997794628,0.209999993443489,0.592999994754791,0.776199996471405,-0.3055,0.1493,0.7491
1.8,09-20-2026 18:37:33:876,-0.0406999997794628,0.210099995136261,0.593100011348724,0.776099979877472,-0.3045,0.148,0.7483
1.81,09-20-2026 18:37:33:886,-0.0408999994397163,0.210400000214577,0.593100011348724,0.77590000629425,-0.3048,0.1443,0.7493
1.82,09-20-2026 18:37:33:896,-0.0410000011324883,0.210500001907349,0.593100011348724,0.77590000629425,-0.3058,0.1435,0.7493
1.83,09-20-2026 18:37:33:906,-0.0410999990999699,0.210600003600121,0.592999994754791,0.776000022888184,-0.3071,0.1429,0.7496
1.84,09-20-2026 18:37:33:916,-0.0412000007927418,0.210700005292892,0.592899978160858,0.776000022888184,-0.3077,0.1429,0.7511
1.85,09-20-2026 18:37:33:926,-0.0412999987602234,0.210800006985664,0.59280002117157,0.776000022888184,-0.3091,0.143,0.753
1.86,09-20-2026 18:37:33:936,-0.0414000004529953,0.210899993777275,0.592700004577637,0.776099979877472,-0.311,0.1428,0.7538
1.87,09-20-2026 18:37:33:946,-0.0414999984204769,0.210999995470047,0.592499971389771,0.776199996471405,-0.3129,0.143,0.7534
1.88,09-20-2026 18:37:33:956,-0.0416000001132488,0.211199998855591,0.592400014400482,0.776300013065338,-0.3143,0.143,0.7532
1.89,09-20-2026 18:37:33:966,-0.0417000018060207,0.211300000548363,0.592199981212616,0.776400029659271,-0.316,0.1431,0.7527
1.9,09-20-2026 18:37:33:976,-0.0417999997735023,0.211400002241135,0.592000007629395,0.77649998664856,-0.3173,0.1426,0.7512
1.91,09-20-2026 18:37:33:986,-0.0419999994337559,0.211899995803833,0.591099977493286,0.77700001001358,-0.32,0.1429,0.7517
1.92,09-20-2026 18:37:33:996,-0.0419999994337559,0.211899995803833,0.590900003910065,0.777199983596802,-0.3211,0.1445,0.7528
1.93,09-20-2026 18:37:34:006,-0.0419000014662743,0.211999997496605,0.590699970722198,0.777300000190735,-0.3215,0.1453,0.7534
1.94,09-20-2026 18:37:34:016,-0.0419000014662743,0.212099999189377,0.590399980545044,0.777499973773956,-0.3214,0.147,0.7535
1.95,09-20-2026 18:37:34:026,-0.0417999997735023,0.212200000882149,0.590200006961823,0.777599990367889,-0.3206,0.148,0.7534
1.96,09-20-2026 18:37:34:036,-0.0417000018060207,0.212300002574921,0.589999973773956,0.777800023555756,-0.3206,0.1488,0.753
1.97,09-20-2026 18:37:34:046,-0.0416000001132488,0.212400004267693,0.589800000190735,0.777899980545044,-0.3205,0.1497,0.7526
1.98,09-20-2026 18:37:34:056,-0.0414000004529953,0.212500005960464,0.589600026607513,0.777999997138977,-0.32,0.1509,0.7524
1.99,09-20-2026 18:37:34:066,-0.0412000007927418,0.212599992752075,0.589399993419647,0.778199970722198,-0.3193,0.1519,0.7516
2,09-20-2026 18:37:34:076,-0.0410999990999699,0.212699994444847,0.589200019836426,0.778299987316132,-0.3184,0.1529,0.7505
2.01,09-20-2026 18:37:34:086,-0.0403999984264374,0.213200002908707,0.58840000629425,0.778800010681152,-0.3168,0.1554,0.7479
2.02,09-20-2026 18:37:34:096,-0.0401999987661839,0.213300004601479,0.588299989700317,0.778900027275085,-0.3171,0.1566,0.7482
