PseudoTimeSec,PseudoTimestamp,UF-FP1,UF-FP2,UF-O1,UF-O2,UF-C3,UF-CZ,UF-FZ,UF-C4
136.22,09-21-2026 21:20:45:561,-240377.41,-36763.568,120809.927,50669.08,122464.09,5702.198,-213407.438,72862.842
136.224,09-21-2026 21:20:45:565,-240368.693,-39214.392,120916.947,50591.028,122423.857,3901.184,-213742.937,73188.865
136.228,09-21-2026 21:20:45:569,-240366.368,-33787.567,120358.914,52568.353,121629.253,11668.058,-212824.728,74838.155
136.232,09-21-2026 21:20:45:573,-240377.991,-28185.684,119991.987,53661.085,121206.805,17521.354,-212365.623,75298.423
136.236,09-21-2026 21:20:45:577,-240386.708,-28448.272,120083.719,53088.701,121578.961,16170.593,-211588.676,74358.711
136.24,09-21-2026 21:20:45:581,-240390.776,-35363.097,120695.263,51007.307,122343.391,7165.522,-213248.517,72977.909
136.244,09-21-2026 21:20:45:585,-240383.803,-39039.333,120924.592,50460.941,122454.032,3676.057,-213725.279,73112.154
136.248,09-21-2026 21:20:45:589,-240382.059,-34050.156,120412.424,52438.265,121709.719,10992.677,-213001.306,74761.444
136.252,09-21-2026 21:20:45:593,-240391.358,-28710.86,120037.853,53504.98,121277.213,17071.1,-212630.491,75240.889
136.256,09-21-2026 21:20:45:597,-240400.656,-28273.213,120053.142,53192.771,121558.845,16508.283,-211659.308,74416.244
136.26,09-21-2026 21:20:45:601,-240404.143,-34750.391,120649.397,51163.411,122293.099,7728.339,-213177.885,73016.265
136.264,09-21-2026 21:20:45:605,-240396.588,-39301.922,120962.813,50356.871,122484.207,3225.804,-213795.911,73035.443
136.268,09-21-2026 21:20:45:609,-240394.844,-34575.332,120465.934,52308.178,121760.01,10317.297,-213301.49,74684.733
136.272,09-21-2026 21:20:45:613,-240403.562,-28973.449,120045.497,53478.963,121297.329,16733.41,-212842.386,75240.889
136.276,09-21-2026 21:20:45:617,-240413.441,-29060.978,120121.94,52984.631,121629.253,15607.776,-212118.413,74339.533
136.28,09-21-2026 21:20:45:621,-240414.603,-36763.568,120771.706,50695.098,122443.974,5927.325,-213495.727,72862.842
136.284,09-21-2026 21:20:45:625,-240406.467,-39301.922,120886.37,50538.993,122433.915,3788.621,-213831.227,73092.976
136.288,09-21-2026 21:20:45:629,-240403.562,-34575.332,120404.779,52360.213,121709.719,10880.114,-213283.832,74703.911
136.292,09-21-2026 21:20:45:633,-240414.603,-28798.39,120014.92,53557.015,121236.98,17183.664,-212913.017,75260.067
136.296,09-21-2026 21:20:45:637,-240423.321,-29060.978,120106.652,53010.649,121609.136,15945.466,-212365.623,74377.888
136.3,09-21-2026 21:20:45:641,-240425.645,-36413.45,120764.061,50799.167,122413.799,6377.579,-213531.043,72901.198
136.304,09-21-2026 21:20:45:645,-240415.363,-39236.744,120908.454,50525.716,122433.021,3959.477,-213868.018,73105.672
136.308,09-21-2026 21:20:45:649,-240413.575,-34397.681,120438.128,52409.968,121706.187,10994.242,-213275.16,74701.586
136.312,09-21-2026 21:20:45:653,-240421.622,-28780.911,120042.458,53540.519,121245.518,17271.416,-212822.716,75264.85
136.316,09-21-2026 21:20:45:657,-240431.904,-28694.499,120094.716,53088.299,121573.105,16297.372,-212058.242,74401.179
136.32,09-21-2026 21:20:45:661,-240432.351,-36212.329,120766.609,50776.95,122402.31,6556.929,-213477.98,72880.366
136.324,09-21-2026 21:20:45:665,-240422.516,-38977.508,120915.919,50575.963,122422.784,4067.705,-213868.018,73068.121
136.328,09-21-2026 21:20:45:669,-240418.046,-34484.093,120467.99,52309.475,121736.899,10669.561,-213259.558,74645.26
136.332,09-21-2026 21:20:45:673,-240426.986,-28694.499,120057.389,53540.519,121245.518,17271.416,-212853.919,75246.075
136.336,09-21-2026 21:20:45:677,-240435.033,-28780.911,120124.578,53038.052,121603.816,16189.145,-212292.264,74419.954
136.34,09-21-2026 21:20:45:681,-240436.821,-35780.27,120759.144,50877.443,122381.836,6989.838,-213493.581,72936.693
136.344,09-21-2026 21:20:45:685,-240426.539,-38891.097,120930.85,50525.716,122453.496,4067.705,-213868.018,73049.345
136.348,09-21-2026 21:20:45:689,-240425.645,-34743.328,120505.318,52208.981,121767.61,10236.652,-213399.972,74570.158
136.352,09-21-2026 21:20:45:693,-240434.586,-28953.735,120087.25,53465.149,121276.229,17054.962,-212916.325,75227.299
136.356,09-21-2026 21:20:45:697,-240446.656,-28262.44,120079.785,53213.916,121552.631,16838.508,-211886.625,74476.281
136.36,09-21-2026 21:20:45:701,-240449.338,-34743.328,120669.558,51128.677,122310.176,8072.109,-213275.16,73011.794
136.364,09-21-2026 21:20:45:705,-240442.632,-38718.273,120945.781,50475.469,122484.207,3851.25,-213852.416,72993.019
136.368,09-21-2026 21:20:45:709,-240441.291,-35261.799,120565.041,52007.994,121859.744,9479.062,-213477.98,74513.832
136.372,09-21-2026 21:20:45:713,-240451.126,-29212.97,120117.112,53414.902,121327.415,16622.054,-213056.739,75227.299
136.376,09-21-2026 21:20:45:717,-240460.067,-28262.44,120087.25,53239.039,121583.342,16946.735,-211995.836,74551.383
136.38,09-21-2026 21:20:45:721,-240462.302,-34052.033,120632.231,51329.664,122269.228,8829.699,-213150.348,73105.672
136.384,09-21-2026 21:20:45:725,-240455.149,-38891.097,120990.574,50349.852,122545.629,3526.569,-213852.416,72936.693
136.388,09-21-2026 21:20:45:729,-240452.467,-35607.447,120617.3,51907.501,121931.404,8937.926,-213540.386,74476.281
136.392,09-21-2026 21:20:45:733,-240458.726,-29645.029,120139.509,53289.286,121388.837,16189.145,-213087.942,75227.299
136.396,09-21-2026 21:20:45:737,-240467.666,-29040.146,120154.44,53012.929,121644.765,16080.918,-212292.264,74457.505
136.4,09-21-2026 21:20:45:741,-240467.666,-36212.329,120781.54,50776.95,122443.258,6773.383,-213446.777,72899.142
136.404,09-21-2026 21:20:45:745,-240457.563,-39160.256,120938.718,50460.449,122493.863,3939.584,-213865.782,72987.208
136.408,09-21-2026 21:20:45:749,-240453.272,-35613.571,120564.55,52009.201,121855.899,9643.75,-213443.96,74500.778
136.412,09-21-2026 21:20:45:753,-240461.319,-29280.204,120093.375,53438.819,121303.632,16903.596,-212992.008,75248.221
136.416,09-21-2026 21:20:45:757,-240471.511,-28942.425,120107.233,53057.588,121608.331,16488.748,-212283.95,74482.092
136.42,09-21-2026 21:20:45:761,-240474.73,-35782.461,120723.918,50889.334,122389.123,7258.371,-213383.7,72931.149
136.424,09-21-2026 21:20:45:765,-240464.537,-39160.256,120911.002,50436.622,122493.863,4043.296,-213850.717,72968.521
136.428,09-21-2026 21:20:45:769,-240462.391,-35613.571,120543.763,51985.374,121855.899,9540.037,-213398.765,74463.406
136.432,09-21-2026 21:20:45:773,-240472.047,-29195.759,120086.446,53462.646,121303.632,16903.596,-212886.553,75248.221
136.436,09-21-2026 21:20:45:777,-240483.313,-28773.535,120107.233,53129.068,121589.288,16696.172,-212103.169,74519.464
136.44,09-21-2026 21:20:45:781,-240488.141,-35444.681,120716.989,50960.815,122370.079,7569.508,-213308.375,72949.835
136.444,09-21-2026 21:20:45:785,-240478.485,-38906.922,120890.215,50484.276,122474.819,4147.009,-213850.717,72949.835
136.448,09-21-2026 21:20:45:789,-240477.948,-35529.126,120543.763,51985.374,121865.421,9436.325,-213443.96,74426.034
136.452,09-21-2026 21:20:45:793,-240485.458,-29364.649,120086.446,53414.992,121322.676,16799.884,-212931.748,75229.535
136.456,09-21-2026 21:20:45:797,-240497.26,-28520.2,120058.73,53200.549,121560.722,16903.596,-211952.518,74556.836
136.46,09-21-2026 21:20:45:801,-240498.333,-34684.677,120606.124,51151.431,122303.426,8502.917,-213187.854,73024.58
136.464,09-21-2026 21:20:45:805,-240491.896,-38400.252,120869.427,50531.93,122465.297,4354.433,-213835.652,72931.149
136.468,09-21-2026 21:20:45:809,-240490.286,-36035.795,120619.982,51794.759,121951.118,8606.629,-213564.481,74313.918
136.472,09-21-2026 21:20:45:813,-240499.406,-29533.539,120128.02,53391.165,121351.242,16488.748,-213097.464,75192.162
136.476,09-21-2026 21:20:45:817,-240509.598,-28520.2,120086.446,53248.203,121589.288,17007.308,-212088.104,74594.209
136.48,09-21-2026 21:20:45:821,-240512.817,-33840.228,120578.408,51389.7,122255.817,9436.325,-213127.594,73118.01
136.484,09-21-2026 21:20:45:825,-240504.77,-38484.697,120911.002,50436.622,122512.906,4147.009,-213865.782,72875.091
136.488,09-21-2026 21:20:45:829,-240502.625,-36289.13,120668.485,51651.797,122008.249,8088.068,-213700.067,74239.173
136.492,09-21-2026 21:20:45:833,-240507.453,-29955.763,120176.523,53248.203,121408.373,15970.187,-213263.179,75136.104
136.496,09-21-2026 21:20:45:837,-240518.181,-28435.755,120093.375,53295.857,121570.244,17111.02,-212133.299,74594.209
136.5,09-21-2026 21:20:45:841,-240519.791,-33502.449,120557.621,51461.181,122227.251,9851.174,-213097.464,73118.01
136.504,09-21-2026 21:20:45:845,-240514.471,-38396.095,120927.453,50429.648,122522.607,4066.408,-213907.223,72797.575
136.508,09-21-2026 21:20:45:849,-240511.655,-36704.425,120705.544,51544.598,122066.632,7524.223,-213799.487,74147.263
136.512,09-21-2026 21:20:45:853,-240518.897,-30098.859,120183.408,53251.154,121422.901,15863.659,-213379.319,75095.692
136.516,09-21-2026 21:20:45:857,-240528.15,-29293.302,120144.247,53046.367,121655.359,16270.461,-212722.133,74475.565
136.52,09-21-2026 21:20:45:861,-240530.162,-35415.534,120679.438,50998.5,122379.556,7931.025,-213540.922,72888.77
136.524,09-21-2026 21:20:45:865,-240518.494,-38959.985,120881.766,50452.402,122522.607,4168.109,-213982.637,72797.575
136.528,09-21-2026 21:20:45:869,-240515.678,-36382.203,120620.697,51703.876,121968.284,8439.527,-213821.034,74147.263
136.532,09-21-2026 21:20:45:873,-240520.104,-30018.303,120144.247,53296.662,121387.139,16270.461,-213400.866,75095.692
136.536,09-21-2026 21:20:45:877,-240529.76,-28971.079,120137.721,53160.137,121619.597,16677.262,-212711.36,74512.044
136.54,09-21-2026 21:20:45:881,-240530.564,-35173.867,120692.491,51066.762,122370.615,8236.126,-213519.375,72925.248
136.544,09-21-2026 21:20:45:885,-240521.713,-38637.762,120888.292,50543.419,122513.666,4473.21,-213993.411,72815.814
136.548,09-21-2026 21:20:45:889,-240519.701,-36462.758,120640.277,51681.122,122004.047,8337.827,-213842.581,74129.024
136.552,09-21-2026 21:20:45:893,-240528.15,-29937.748,120144.247,53319.416,121387.139,16270.461,-213422.413,75095.692
136.556,09-21-2026 21:20:45:897,-240539.416,-28971.079,120131.194,53137.383,121619.597,16677.262,-212776.001,74512.044
136.56,09-21-2026 21:20:45:901,-240544.244,-34771.089,120653.331,51157.779,122352.734,8541.227,-213540.922,72943.488
136.564,09-21-2026 21:20:45:905,-240534.99,-38557.206,120862.185,50566.173,122522.607,4574.91,-214004.184,72815.814
136.568,09-21-2026 21:20:45:909,-240534.185,-36382.203,120646.804,51703.876,122012.987,8236.126,-213885.676,74092.546
136.572,09-21-2026 21:20:45:913,-240540.623,-30018.303,120144.247,53319.416,121405.02,16168.76,-213476.281,75059.214
136.576,09-21-2026 21:20:45:917,-240553.095,-28729.412,120098.56,53273.908,121601.715,16982.364,-212635.945,74548.522
136.58,09-21-2026 21:20:45:921,-240554.704,-33804.421,120568.484,51430.828,122272.268,9761.633,-213357.772,73052.922
136.584,09-21-2026 21:20:45:925,-240547.462,-38073.872,120875.239,50588.927,122522.607,4676.611,-213971.864,72779.336
136.588,09-21-2026 21:20:45:929,-240546.255,-36865.537,120738.178,51476.336,122102.394,7320.822,-213950.317,73964.873
136.592,09-21-2026 21:20:45:933,-240551.083,-30501.638,120222.568,53182.891,121476.546,15558.558,-213573.243,75004.497
136.596,09-21-2026 21:20:45:937,-240561.946,-28809.968,120131.194,53273.908,121628.537,16982.364,-212786.774,74566.761
136.6,09-21-2026 21:20:45:941,-240561.946,-33159.975,120522.797,51635.614,122227.564,10575.236,-213346.998,73125.878
136.604,09-21-2026 21:20:45:945,-240555.33,-38056.304,120902.687,50534.299,122556.761,4558.281,-213993.098,72724.485
136.608,09-21-2026 21:20:45:949,-240552.871,-37441.899,120786.324,51275.93,122178.077,6683.574,-213977.452,73883.87
136.612,09-21-2026 21:20:45:953,-240559.577,-30837.048,120247.378,53119.412,121508.777,15281.351,-213617.589,74971.908
136.616,09-21-2026 21:20:45:957,-240569.859,-29685.039,120198.383,53013.465,121693.715,16247.394,-213195.141,74472.481
136.62,09-21-2026 21:20:45:961,-240571.87,-34907.479,120682.209,51191.172,122380.629,8808.867,-213687.997,72938.525
136.624,09-21-2026 21:20:45:965,-240561.365,-38747.509,120902.687,50534.299,122574.374,4558.281,-214063.506,72742.322
136.628,09-21-2026 21:20:45:969,-240559.577,-37057.896,120706.707,51487.824,122090.011,7553.012,-214000.921,73937.38
136.632,09-21-2026 21:20:45:973,-240564.494,-30606.646,120192.259,53182.981,121464.744,15764.372,-213633.235,74989.745
136.636,09-21-2026 21:20:45:977,-240575.67,-29224.235,120161.637,53140.602,121649.682,16730.415,-213093.44,74508.154
136.64,09-21-2026 21:20:45:981,-240575.67,-34600.277,120651.587,51233.551,122354.209,9098.68,-213625.412,72956.362
136.644,09-21-2026 21:20:45:985,-240565.165,-38363.506,120878.189,50597.867,122547.954,4751.489,-214071.329,72724.485
136.648,09-21-2026 21:20:45:989,-240560.247,-37057.896,120725.08,51445.446,122107.625,7456.408,-213993.098,73883.87
136.652,09-21-2026 21:20:45:993,-240565.612,-30376.244,120186.135,53225.36,121455.937,15764.372,-213609.766,74989.745
136.656,09-21-2026 21:20:45:997,-240574.776,-29301.036,120155.513,53119.412,121658.489,16633.811,-213132.556,74508.154
136.66,09-21-2026 21:20:46:001,-240574.776,-34293.075,120633.214,51339.498,122336.596,9388.493,-213625.412,72992.036
136.664,09-21-2026 21:20:46:005,-240561.812,-38286.705,120872.065,50597.867,122565.567,4848.093,-214071.329,72724.485
136.668,09-21-2026 21:20:46:009,-240557.342,-36904.295,120725.08,51466.635,122125.238,7359.804,-214032.214,73883.87
136.672,09-21-2026 21:20:46:013,-240561.365,-30453.045,120192.259,53225.36,121482.357,15764.372,-213664.527,74989.745
136.676,09-21-2026 21:20:46:017,-240572.094,-28993.834,120131.015,53225.36,121649.682,16827.019,-213077.794,74561.664
136.68,09-21-2026 21:20:46:021,-240571.2,-33525.069,120541.349,51530.203,122283.756,10257.931,-213531.534,73081.219
136.684,09-21-2026 21:20:46:025,-240564.047,-37518.699,120804.697,50725.004,122539.147,5331.115,-214032.214,72760.159
136.688,09-21-2026 21:20:46:029,-240562.483,-37211.497,120743.453,51297.119,122195.691,6780.178,-214024.39,73794.687
136.692,09-21-2026 21:20:46:033,-240568.07,-30453.045,120192.259,53182.981,121517.583,15377.955,-213656.704,74954.072
136.696,09-21-2026 21:20:46:037,-240577.905,-28993.834,120124.891,53204.17,121676.102,16827.019,-213077.794,74561.664
136.7,09-21-2026 21:20:46:041,-240578.576,-32526.661,120473.98,51784.477,122230.917,11127.369,-213468.95,73152.566
136.704,09-21-2026 21:20:46:045,-240570.261,-37334.208,120828.613,50668.007,122568.965,5150.557,-214058.633,72688.231
136.708,09-21-2026 21:20:46:049,-240568.07,-37481.551,120810.642,51183.215,122253.045,6084.86,-214103.158,73694.73
136.712,09-21-2026 21:20:46:053,-240570.574,-30924.801,120253.547,53058.571,121561.437,14867.308,-213754.381,74895.465
136.716,09-21-2026 21:20:46:057,-240580.587,-29009.346,120139.732,53244.046,121655.359,16735.913,-213205.244,74559.966
136.72,09-21-2026 21:20:46:061,-240579.336,-32250.885,120433.255,51883.897,122184.738,11597.247,-213494.654,73200.309
136.724,09-21-2026 21:20:46:065,-240573.39,-37334.208,120840.594,50668.007,122568.965,5057.127,-214088.316,72652.915
136.728,09-21-2026 21:20:46:069,-240570.574,-37923.579,120840.594,51059.565,122304.275,5617.709,-214147.683,73606.44
136.732,09-21-2026 21:20:46:073,-240575.268,-31072.143,120259.538,53058.571,121578.514,14680.447,-213806.327,74860.15
136.736,09-21-2026 21:20:46:077,-240584.655,-29598.716,120193.645,53079.179,121723.666,16175.332,-213450.129,74489.334
136.74,09-21-2026 21:20:46:081,-240584.343,-33945.326,120594.993,51471.731,122346.967,9728.641,-213769.223,73006.072
136.744,09-21-2026 21:20:46:085,-240571.2,-38218.264,120876.535,50626.791,122628.733,4870.266,-214147.683,72670.573
136.748,09-21-2026 21:20:46:089,-240566.506,-37407.88,120756.73,51327.473,122218.892,6738.872,-214132.841,73694.73
136.752,09-21-2026 21:20:46:093,-240569.009,-30851.129,120199.635,53141.004,121552.899,15334.459,-213776.644,74895.465
136.756,09-21-2026 21:20:46:097,-240579.649,-29304.031,120139.732,53161.613,121698.051,16549.053,-213353.659,74524.65
136.76,09-21-2026 21:20:46:101,-240581.213,-33576.969,120535.09,51554.164,122338.429,10195.793,-213687.594,73041.388
136.764,09-21-2026 21:20:46:105,-240572.138,-37997.25,120816.633,50668.007,122637.272,5057.127,-214140.262,72670.573
136.768,09-21-2026 21:20:46:109,-240572.764,-37260.537,120738.759,51327.473,122235.968,6645.442,-214125.42,73659.414
136.772,09-21-2026 21:20:46:113,-240580.9,-30630.115,120187.655,53182.221,121552.899,15334.459,-213776.644,74895.465
136.776,09-21-2026 21:20:46:117,-240596.86,-28935.674,120127.752,53244.046,121698.051,16735.913,-213294.293,74542.308
136.78,09-21-2026 21:20:46:121,-240599.989,-33355.955,120535.09,51574.773,122338.429,10289.223,-213643.07,73041.388
136.784,09-21-2026 21:20:46:125,-240594.043,-37628.894,120822.623,50729.832,122628.733,5057.127,-214147.683,72652.915
136.788,09-21-2026 21:20:46:129,-240590.914,-37260.537,120744.749,51286.256,122261.583,6552.012,-214132.841,73624.098
136.792,09-21-2026 21:20:46:133,-240595.608,-30409.101,120187.655,53244.046,121561.437,15334.459,-213746.961,74895.465
136.796,09-21-2026 21:20:46:137,-240604.683,-28862.003,120115.771,53244.046,121706.59,16735.913,-213272.031,74542.308
136.8,09-21-2026 21:20:46:141,-240603.431,-32177.214,120439.246,51883.897,122261.583,11410.387,-213546.6,73147.335
136.804,09-21-2026 21:20:46:145,-240593.06,-36905.591,120789.989,50772.971,122623.056,5533.443,-214121.039,72649.517
136.808,09-21-2026 21:20:46:149,-240591.719,-37345.205,120802.059,51126.352,122345.894,5813.868,-214188.229,73522.845
136.812,09-21-2026 21:20:46:153,-240595.742,-30677.725,120216.667,53121.916,121630.638,14787.467,-213844.817,74832.836
136.816,09-21-2026 21:20:46:157,-240609.421,-28626.192,120126.143,53267.426,121711.105,16750.442,-213322.233,74559.921
136.82,09-21-2026 21:20:46:161,-240611.299,-31410.415,120403.751,52040.985,122229.665,12170.167,-213508.87,73231.736
136.824,09-21-2026 21:20:46:165,-240607.007,-36539.246,120802.059,50772.971,122631.997,5533.443,-214135.97,72613.129
136.828,09-21-2026 21:20:46:169,-240603.52,-37784.819,120868.444,50918.481,122435.301,5066.068,-214240.487,73431.873
136.832,09-21-2026 21:20:46:173,-240606.471,-30824.263,120270.982,53038.767,121684.283,14413.567,-213904.54,74814.641
136.836,09-21-2026 21:20:46:177,-240615.322,-28919.268,120156.317,53163.49,121764.749,16470.017,-213471.542,74559.921
136.84,09-21-2026 21:20:46:181,-240614.517,-31044.07,120379.611,52124.134,122220.724,12450.592,-213568.594,73286.319
136.844,09-21-2026 21:20:46:185,-240606.739,-36685.784,120832.234,50669.035,122685.641,5346.493,-214165.832,72576.74
136.848,09-21-2026 21:20:46:189,-240604.057,-37931.357,120892.584,50835.332,122480.005,4879.118,-214270.349,73377.29
136.852,09-21-2026 21:20:46:193,-240607.275,-31190.608,120270.982,52955.619,121720.045,14133.142,-213926.937,74760.058
136.856,09-21-2026 21:20:46:197,-240620.15,-29212.344,120174.422,53080.342,121791.571,16096.117,-213628.318,74487.144
136.86,09-21-2026 21:20:46:201,-240618.809,-32949.064,120512.381,51604.456,122381.657,10581.092,-213837.351,73031.598
136.864,09-21-2026 21:20:46:205,-240609.689,-37565.012,120832.234,50627.461,122739.285,4972.593,-214255.418,72540.351
136.868,09-21-2026 21:20:46:209,-240604.057,-37711.55,120808.094,51063.991,122426.361,5813.868,-214262.884,73431.873
136.872,09-21-2026 21:20:46:213,-240607.275,-30604.456,120210.632,53163.49,121666.401,14974.417,-213882.144,74778.253
136.876,09-21-2026 21:20:46:217,-240617.736,-28845.999,120138.212,53184.277,121773.69,16656.967,-213501.404,74487.144
136.88,09-21-2026 21:20:46:221,-240618.541,-32362.912,120482.206,51749.966,122363.776,11141.942,-213725.369,73049.792
136.884,09-21-2026 21:20:46:225,-240608.617,-37418.474,120844.304,50627.461,122766.107,5159.543,-214240.487,72522.157
136.888,09-21-2026 21:20:46:229,-240603.52,-37418.474,120814.129,51084.778,122453.183,5907.343,-214255.418,73377.29
136.892,09-21-2026 21:20:46:233,-240605.666,-30604.456,120216.667,53121.916,121711.105,14974.417,-213889.609,74760.058
136.896,09-21-2026 21:20:46:237,-240618.004,-28626.192,120144.247,53225.851,121782.63,16750.442,-213456.611,74487.144
136.9,09-21-2026 21:20:46:241,-240617.468,-32289.643,120500.311,51749.966,122390.598,11235.417,-213658.179,73049.792
136.904,09-21-2026 21:20:46:245,-240608.974,-37226.562,120857.268,50653.032,122780.591,5235.583,-214215.677,72489.747
136.908,09-21-2026 21:20:46:249,-240602.537,-37537.877,120825.082,51015.532,122467.488,5742.297,-214238.341,73315.868
136.912,09-21-2026 21:20:46:253,-240606.963,-30455.459,120213.538,53126.565,121703.147,14964.493,-213868.152,74705.252
136.916,09-21-2026 21:20:46:257,-240618.63,-28665.397,120142.728,53169.212,121795.237,16788.663,-213445.078,74479.946
136.92,09-21-2026 21:20:46:261,-240620.239,-31311.575,120425.969,51996.416,122310.936,12228.237,-213573.511,73146.888
136.924,09-21-2026 21:20:46:265,-240615.009,-36370.446,120792.895,50780.973,122725.337,5843.64,-214177.902,72508.523
136.928,09-21-2026 21:20:46:269,-240611.79,-37849.192,120876.58,50844.944,122541.159,5032.898,-214261.006,73203.215
136.932,09-21-2026 21:20:46:273,-240617.825,-30844.603,120245.724,53041.271,121767.61,14457.779,-213898.371,74648.926
136.936,09-21-2026 21:20:46:277,-240631.102,-28587.568,120129.853,53211.859,121804.446,16687.321,-213422.413,74461.171
136.94,09-21-2026 21:20:46:281,-240633.516,-30377.63,120322.972,52273.622,122246.474,13241.665,-213377.084,73221.99
136.944,09-21-2026 21:20:46:285,-240627.481,-36136.959,120792.895,50738.326,122762.173,5742.297,-214155.238,72452.196
136.948,09-21-2026 21:20:46:289,-240623.056,-38082.679,120921.641,50717.002,122614.83,4323.498,-214298.78,73090.562
136.952,09-21-2026 21:20:46:293,-240622.653,-31233.747,120290.785,52913.329,121822.863,13849.722,-213951.256,74573.824
136.956,09-21-2026 21:20:46:297,-240633.114,-28665.397,120149.165,53211.859,121822.863,16585.978,-213535.737,74423.62
136.96,09-21-2026 21:20:46:301,-240632.712,-30299.801,120322.972,52294.946,122246.474,13343.008,-213528.182,73221.99
136.964,09-21-2026 21:20:46:305,-240629.895,-36136.959,120805.77,50738.326,122771.382,5742.297,-214185.457,72377.094
136.968,09-21-2026 21:20:46:309,-240626.274,-38393.994,120947.39,50610.384,122660.875,4019.47,-214336.555,72996.685
136.972,09-21-2026 21:20:46:313,-240629.895,-31311.575,120303.66,52934.653,121841.281,13748.379,-214004.14,74498.722
136.976,09-21-2026 21:20:46:317,-240642.368,-29054.541,120194.226,53147.889,121859.699,16281.949,-213671.725,74329.743
136.98,09-21-2026 21:20:46:321,-240644.379,-31778.548,120464.593,51911.122,122384.607,11721.523,-213769.938,72996.685
136.984,09-21-2026 21:20:46:325,-240636.735,-37460.048,120889.455,50567.737,122872.68,4931.555,-214283.671,72320.768
136.988,09-21-2026 21:20:46:329,-240631.505,-37849.192,120889.455,50930.238,122568.786,5235.583,-214329,73071.787
136.992,09-21-2026 21:20:46:333,-240634.321,-30922.431,120252.162,53062.594,121786.028,14559.122,-213966.365,74536.273
136.996,09-21-2026 21:20:46:337,-240648.403,-28509.739,120136.29,53275.83,121804.446,16890.006,-213581.066,74367.294
137,09-21-2026 21:20:46:341,-240649.61,-31467.233,120438.843,51975.093,122375.399,12126.894,-213664.17,72996.685
137.004,09-21-2026 21:20:46:345,-240642.77,-37105.595,120871.081,50642.303,122856.721,5191.64,-214260.604,72294.572
137.008,09-21-2026 21:20:46:349,-240636.333,-37921.433,120878.055,50887.68,122597.888,5191.64,-214300.3,73030.57
137.012,09-21-2026 21:20:46:353,-240640.624,-30742.053,120243.444,53140.691,121795.505,14692.562,-213913.258,74520.09
137.016,09-21-2026 21:20:46:357,-240654.035,-28376.121,120152.786,53296.841,121821.388,17041.104,-213486.518,74379.9
137.02,09-21-2026 21:20:46:361,-240658.327,-31149.972,120452.657,52069.953,122373.566,12450.771,-213516.291,73030.57
137.024,09-21-2026 21:20:46:365,-240651.89,-37105.595,120905.95,50597.689,122891.232,5084.888,-214260.604,72294.572
137.028,09-21-2026 21:20:46:369,-240647.062,-37676.682,120905.95,50932.294,122615.143,5191.64,-214320.149,72995.522
137.032,09-21-2026 21:20:46:373,-240650.817,-30742.053,120271.339,53096.077,121821.388,14585.81,-213913.258,74502.566
137.036,09-21-2026 21:20:46:377,-240666.373,-28131.369,120145.812,53363.762,121795.505,17147.856,-213456.746,74379.9
137.04,09-21-2026 21:20:46:381,-240668.519,-30334.134,120368.972,52270.717,122295.916,13198.035,-213426.973,73118.189
137.044,09-21-2026 21:20:46:385,-240663.691,-36045.004,120829.239,50798.452,122813.582,5832.151,-214210.983,72329.619
137.048,09-21-2026 21:20:46:389,-240658.863,-38003.017,120961.74,50686.917,122684.166,4337.624,-214339.997,72890.38
137.052,09-21-2026 21:20:46:393,-240662.618,-30986.804,120306.208,53006.849,121855.899,14052.05,-213982.727,74449.995
137.056,09-21-2026 21:20:46:397,-240674.42,-28294.537,120152.786,53274.534,121821.388,16934.352,-213466.67,74362.376
137.06,09-21-2026 21:20:46:401,-240678.712,-29599.879,120313.182,52493.787,122244.149,14052.05,-213168.944,73223.331
137.064,09-21-2026 21:20:46:405,-240673.884,-35881.837,120829.239,50731.531,122830.838,5938.903,-214181.21,72312.095
137.068,09-21-2026 21:20:46:409,-240670.129,-38492.52,121003.583,50530.768,122753.188,3697.113,-214379.694,72802.761
137.072,09-21-2026 21:20:46:413,-240673.884,-31394.724,120348.051,52917.621,121924.922,13625.042,-214042.272,74414.948
137.076,09-21-2026 21:20:46:417,-240686.758,-28457.705,120180.681,53296.841,121847.272,16934.352,-213565.911,74362.376
137.08,09-21-2026 21:20:46:421,-240688.368,-29436.711,120306.208,52583.015,122226.894,14372.306,-213248.338,73258.379
137.084,09-21-2026 21:20:46:425,-240683.003,-35881.837,120857.134,50753.838,122830.838,5938.903,-214220.907,72294.572
137.088,09-21-2026 21:20:46:429,-240679.784,-38492.52,121031.478,50530.768,122770.443,3590.361,-214429.315,72767.713
137.092,09-21-2026 21:20:46:433,-240681.93,-31721.059,120361.998,52873.007,121942.177,13411.538,-214091.893,74379.9
137.096,09-21-2026 21:20:46:437,-240696.951,-28539.288,120180.681,53274.534,121838.644,16720.848,-213804.092,74327.329
137.1,09-21-2026 21:20:46:441,-240699.633,-30905.221,120417.788,52114.567,122347.682,12664.275,-213823.94,73048.094
137.104,09-21-2026 21:20:46:445,-240694.626,-37130.763,120910.152,50573.325,122920.647,4872.412,-214375.536,72209.009
137.108,09-21-2026 21:20:46:449,-240687.652,-38321.127,120932.281,50718.165,122707.143,4421.622,-214446.078,72822.341
137.112,09-21-2026 21:20:46:453,-240691.676,-31178.94,120283.186,53059.733,121870.92,14226.304,-214058.097,74417.004
